id,titulo,tipo,fonteTitulo,data_publicacao,volume,issue,paginas,paginasInicio,paginasFim,numeroPaginas,doi,autores_artigo,orcid_autores,departamento,origem,financiador,repositorioIPBeja,apoiosPublicacao
WOS:000442375900008,"Development of biscuits with green banana flour irradiated by <SUP>60</SUP>Co: Preservation in modified atmosphere packaging",Article,"EMIRATES JOURNAL OF FOOD AND AGRICULTURE",2018-06-01,30,6,496-502,496,502,7,10.9755/ejfa.2018.v30.i6.1720,"Nuno Alvarenga; Magda Taipina; Nelia Raposo; Joao Dias; Maria Joao Carvalho; Olga Amaral; Maria Teresa Santos; Maria Manuela Silva; Fernando Cebola Lidon",0000-0002-0935-2585,"Educação CSComportamento",WOS,N/A,N/A,N/A
WOS:000527591200002,"Landscape composition and configuration affect the abundance of the olive moth (<i>Prays oleae</i>, Bernard) in olive groves",Article,"AGRICULTURE ECOSYSTEMS & ENVIRONMENT",2020-06-01,294,,,,,8,10.1016/j.agee.2020.106854,"Maria Villa; Sonia A. P. Santos; Jose Paulo Sousa; Alberto Ferreira; Pedro Martins da Silva; Isabel Patanita; Marta Ortega; Susana Pascual; Jose Alberto Pereira",0000-0002-0935-2585,"Educação CSComportamento",WOS,N/A,N/A,N/A
WOS:000707022500007,"Yield, technological quality and water footprints of wheat under Mediterranean climate conditions: A field experiment to evaluate the effects of irrigation and nitrogen fertilization strategies",Article,"AGRICULTURAL WATER MANAGEMENT",2021-12-01,258,,,,,14,10.1016/j.agwat.2021.107214,"Alexandra Tomaz; Jose Ferro Palma; Tiago Ramos; Maria Natividade Costa; Elizabete Rosa; Marta Santos; Luis Boteta; Jose Dores; Manuel Patanita",0000-0002-0935-2585,"Educação CSComportamento",WOS,N/A,N/A,N/A
WOS:000823468000001,"Organoleptic Chemical Markers of Serpa PDO Cheese Specificity",Article,FOODS,2022-07-01,11,13,,,,25,10.3390/foods11131898,"Helena Araujo-Rodrigues; Antonio P. L. Martins; Freni K. Tavaria; Maria Teresa G. Santos; Maria Joao Carvalho; Joao Dias; Nuno B. Alvarenga; Manuela E. Pintado",0000-0002-0935-2585,"Educação CSComportamento",WOS,N/A,N/A,N/A
WOS:000826467900006,"Influence of seasonality on the quality of oysters from the Sado and Mira rivers",Article,"FOOD CHEMISTRY",2022-11-01,393,,,,,11,10.1016/j.foodchem.2022.133292,"Silvina Ferro Palma; Maria Joao Carvalho; Manuela Costa; Antonio Floro; Ana Viana; Liliana Gonsalves Fidalgo; Celia Rodrigues; Ana M. T. Mata; Ricardo Salgado",0000-0002-0935-2585,"Educação CSComportamento",WOS,N/A,N/A,N/A
WOS:000998119200001,"Reuse of Pretreated Agro-Industrial Wastewaters for Hydroponic Production of Lettuce",Article,WATER,2023-05-13,15,10,,,,15,10.3390/w15101856,"Alexandra Afonso; Mariana Regato; Mariana Patanita; Silvana Luz; Maria Joao Carvalho; Annabel Fernandes; Ana Lopes; Adelaide Almeida; Idalia Costa; Fatima Carvalho",0000-0002-0935-2585,"Educação CSComportamento",WOS,N/A,N/A,N/A
WOS:001031070300001,"Sustainability of High-Density Olive Orchards: Hints for Irrigation Management and Agroecological Approaches",Review,WATER,2023-07-01,15,13,,,,20,10.3390/w15132486,"Justino Sobreiro; Maria Isabel Patanita; Manuel Patanita; Alexandra Tomaz",0000-0002-0935-2585,"Educação CSComportamento",WOS,N/A,N/A,N/A
WOS:001140474800001,"Pretreated Agro-Industrial Effluents as a Source of Nutrients for Tomatoes Grown in a Dual Function Hydroponic System: Tomato Quality Assessment",Article,SUSTAINABILITY,2024-01-01,16,1,,,,19,10.3390/su16010315,"Alexandra Afonso; Carlos Ribeiro; Maria Joao Carvalho; Tania Correia; Pedro Correia; Mariana Regato; Idalia Costa; Annabel Fernandes; Adelaide Almeida; Ana Lopes; Fatima Carvalho",0000-0002-0935-2585,"Educação CSComportamento",WOS,N/A,N/A,N/A
WOS:000790340500031,"An Approach to Help Identifying Optimized Service Areas of Integrated Continuous Care Teams (ECCI): A Case Study in Alentejo - Portugal","Proceedings Paper","GERONTECHNOLOGY, IWOG 2018",2019-01-01,1016,,349-358,349,358,10,10.1007/978-3-030-16028-9_31,"Henrique Oliveira; Manuel Jose Lopes; Cesar Fonseca; Margarida Goes; David Mendes; Jose Caeiro",,,WOS,N/A,N/A,N/A
WOS:000790340500028,"Biological and Socio-Demographic Predictors of Elderly Quality of Life Living in the Community in Baixo-Alentejo, Portugal","Proceedings Paper","GERONTECHNOLOGY, IWOG 2018",2019-01-01,1016,,319-326,319,326,8,10.1007/978-3-030-16028-9_28,"Margarida Goes; Manuel Jose Lopes; Henrique Oliveira; Cesar Fonseca; David Mendes",,,WOS,N/A,N/A,N/A
WOS:000790577700033,"How to Delineate the General Profiles of Functionality of Citizen's Aged 65 Years and Old as a Function of Its Age","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,339-349,339,349,11,10.1007/978-3-030-41494-8_33,"Maria Goes; Manuel Lopes; Henrique Oliveira; Joao Maroco; Cesar Fonseca; Margarida Santos; Jose Caeiro",0000-0001-6017-6874,Saúde,WOS,N/A,N/A,N/A
WOS:000790577700017,"Physical Activity for Elderly People After an Acute Myocardial Infarction","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,174-184,174,184,11,10.1007/978-3-030-41494-8_17,"Adriana Catarina Lopes; Rogerio Ferreira; Joao Vitor Vieira; Maria Margarida Goes",0000-0001-6017-6874,Saúde,WOS,N/A,N/A,N/A
WOS:000790577700028,"Benefits of Nursing Interventions in Preventing Complications in the Elderly with Alterations in Swallowing After Stroke","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,283-291,283,291,9,10.1007/978-3-030-41494-8_28,"Gertrudes Espada; Rogerio Ferreira; Joao Vitor Vieira; Maria Margarida Goes",0000-0001-6017-6874,Saúde,WOS,N/A,N/A,N/A
WOS:000790577700035,"A Nursing Care Intervention Model for Elderly People Adopting Self-care as a Central Concept","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,359-372,359,372,14,10.1007/978-3-030-41494-8_35,"Maria Goes; Manuel Lopes; Henrique Oliveira; Joao Maroco; Cesar Fonseca; Margarida Santos; Jose Caeiro",0000-0001-6017-6874,Saúde,WOS,N/A,N/A,N/A
WOS:000790577700031,"Psychometric Qualities of a Core Set to Ascertain the Functional Profile of Portuguese Elderly Citizens","Proceedings Paper","GERONTECHNOLOGY, IWOG 2019",2020-01-01,1185,,314-329,314,329,16,10.1007/978-3-030-41494-8_31,"Maria Goes; Manuel Lopes; Henrique Oliveira; Joao Maroco; Cesar Fonseca; Margarida Santos; Jose Caeiro",0000-0001-6017-6874,Saúde,WOS,N/A,N/A,N/A
WOS:000559931400019,"A Nursing Care Intervention Model for Elderly People to Ascertain General Profiles of Functionality and Self Care Needs",Article,"SCIENTIFIC REPORTS",2020-02-04,10,1,,,,11,10.1038/s41598-020-58596-1,"Margarida Goes; Manuel Jose Lopes; Henrique Oliveira; Cesar Fonseca; Joao Maroco",,,WOS,N/A,N/A,N/A
WOS:000601557000001,"The Quality of Life of Older Individuals Following the World Health Organization Assessment Criteria",Article,GERIATRICS,2020-12-01,5,4,,,,11,10.3390/geriatrics5040102,"Margarida Goes; Manuel Jose Lopes; Joao Maroco; Henrique Oliveira; Cesar Fonseca; Lisete Monico; Pedro Parreira; Jose Garcia-Alonso; Lara Guedes de Pinho",,,WOS,N/A,N/A,N/A
WOS:000656154200001,"Psychometric properties of the WHOQOL-BREF(PT) in a sample of elderly citizens",Article,"HEALTH AND QUALITY OF LIFE OUTCOMES",2021-05-17,19,1,,,,12,10.1186/s12955-021-01783-z,"Margarida Goes; Manuel Lopes; Joao Maroco; Henrique Oliveira; Cesar Fonseca",,,WOS,N/A,N/A,N/A
WOS:000670966800001,"Functioning and Cognition of Portuguese Older Adults Attending in Residential Homes and Day Centers: A Comparative Study",Article,"INTERNATIONAL JOURNAL OF ENVIRONMENTAL RESEARCH AND PUBLIC HEALTH",2021-07-01,18,13,,,,12,10.3390/ijerph18137030,"Manuel Jose Lopes; Lara Guedes de Pinho; Cesar Fonseca; Margarida Goes; Henrique Oliveira; Jose Garcia-Alonso; Anabela Afonso",,,WOS,N/A,N/A,N/A
WOS:000788279700023,"The Position Therapy in Elderly People at Risk of Developing Pressure Injuries","Proceedings Paper","GERONTECHNOLOGY IV",2022-01-01,,,245-256,245,256,12,10.1007/978-3-030-97524-1_23,"Rita Ferreira; Maria Margarida Goes; Henrique Oliveira; Joao Vitor Vieira; Margarida Santos",0000-0001-6017-6874,Saúde,WOS,N/A,N/A,N/A
WOS:000788279700033,"Surveillance and Fall Prevention in the Elderly","Proceedings Paper","GERONTECHNOLOGY IV",2022-01-01,,,355-365,355,365,11,10.1007/978-3-030-97524-1_33,"Joao Andre; Maria Margarida Goes; Henrique Oliveira; Joao Vitor Vieira; Margarida Santos",0000-0001-6017-6874,Saúde,WOS,N/A,N/A,N/A
WOS:000788279700009,"Satisfaction: A Concept Based on Functionality and Quality of Life to Be Integrated in a Nursing Care Performance System","Proceedings Paper","GERONTECHNOLOGY IV",2022-01-01,,,84-93,84,93,10,10.1007/978-3-030-97524-1_9,"Margarida Goes; Henrique Oliveira; Manuel Lopes; Cesar Fonseca; Lara Pinho",,,WOS,N/A,N/A,N/A
WOS:000790333100025,"Gains from Nursing Care in Mobilizing the Elderly Person After Hip Arthroplasty","Proceedings Paper","GERONTECHNOLOGY III, IWOG 2020",2021-01-01,,,262-276,262,276,15,10.1007/978-3-030-72567-9_25,"Iromisa Pereira; Rogerio Ferreira; Joao Vieira; Maria M. Goes; Teresa Mestre; Henrique Oliveira",0000-0001-6017-6874,Saúde,WOS,N/A,N/A,N/A
WOS:000806948300001,"Applying Risk Indices to Assess and Manage Soil Salinization and Sodification in Crop Fields within a Mediterranean Hydro-Agricultural Area",Article,WATER,2021-11-01,13,21,,,,14,10.3390/w13213070,"Alexandra Tomaz; Maria Joao Costa; Joao Coutinho; Jose Dores; Adriana Catarino; Ines Martins; Clarisse Mourinha; Isabel Guerreiro; Maria Margarida Pereira; Marta Fabiao; Luis Boteta; Manuel Patanita; Patricia Palma",0000-0002-5761-2409,Biociências,WOS,N/A,N/A,N/A
WOS:000881263000001,"Cardiometabolic Risk after SARS-CoV-2 Virus Infection: A Retrospective Exploratory Analysis",Article,"JOURNAL OF PERSONALIZED MEDICINE",2022-11-01,12,11,,,,11,10.3390/jpm12111758,"Rute Pires; Miguel Pedrosa; Maria Marques; Margarida Goes; Henrique Oliveira; Helder Godinho",,,WOS,N/A,N/A,N/A
WOS:000992415900010,"A nursing care-sensitive patient satisfaction measure in older patients",Article,"SCIENTIFIC REPORTS",2023-05-10,13,1,,,,13,10.1038/s41598-023-33805-9,"Margarida Goes; Henrique Oliveira; Manuel Lopes; Cesar Fonseca; Lara Pinho; Maria Marques",,,WOS,N/A,N/A,N/A
WOS:001045335000001,"Hyaluronic Acid as a Mechanism to Mitigate the Effects of Face Lower Third Aging in Dentistry: A Review",Review,"APPLIED SCIENCES-BASEL",2023-08-01,13,15,,,,19,10.3390/app13158657,"Helena Martins; Ines Carpinteiro; Paulo Mascarenhas; Margarida Goes; Henrique Oliveira",,,WOS,N/A,N/A,N/A
WOS:001273045700001,"Self-care in the person with chronic disease: A protocol for a self-care intervention",Article,METHODSX,2024-12-01,13,,,,,6,10.1016/j.mex.2024.102829,"Maria Marques; Catarina Martins; Margarida Goes; Ana Escoval; Vanessa Nicolau; Lara Pinho; Henrique Oliveira; Isabel Bico; Susana Mendonca; Jose Moreira; Rute Pires; Miguel Pedrosa; Claudia Mendes; Cesar Fonseca",,,WOS,N/A,N/A,N/A
WOS:001362615300001,"Book of abstracts of the 5th CHRC Annual Summit Evora, Portugal, September 23 and 24, 2024 Abstracts",Meeting,"PORTUGUESE JOURNAL OF PUBLIC HEALTH",2024-11-01,42,"SUPPL 2",1-32,1,32,32,10.1159/000542309,,,,WOS,N/A,N/A,N/A
WOS:001399073000001,"Simulated practice in the development of clinical reasoning in nursing students: A systematic review protocol ☆ , ☆☆",Review,METHODSX,2025-06-01,14,,,,,5,10.1016/j.mex.2024.103144,"Rute Pires; Maria Marques; Henrique Oliveira; Margarida Goes; Miguel Pedrosa; Manuel Lopes",,,WOS,N/A,N/A,N/A
WOS:000255475400020,"Combined route capacity and route length models for unit demand vehicle routing problems",Article,"DISCRETE OPTIMIZATION",2008-05-01,5,2,350-372,350,372,23,10.1016/j.disopt.2007.05.001,"Maria Teresa Godinho; Luis Gouveia; Thomas L. Magnanti",0000-0002-3377-9327,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000273984000056,"UV-C photolysis of endocrine disruptors. The influence of inorganic peroxides",Article,"JOURNAL OF HAZARDOUS MATERIALS",2010-02-15,174,1-3,393-397,393,397,5,10.1016/j.jhazmat.2009.09.065,"Javier Rivas; Olga Gimeno; Teresa Borralho; Maria Carbajo",,,WOS,N/A,N/A,N/A
WOS:000278626700050,"UV-C radiation based methods for aqueous metoprolol elimination",Article,"JOURNAL OF HAZARDOUS MATERIALS",2010-07-15,179,1-3,357-362,357,362,6,10.1016/j.jhazmat.2010.03.013,"F. J. Rivas; O. Gimeno; T. Borralho; M. Carbajo",,,WOS,N/A,N/A,N/A
WOS:000282391200005,"Influence of oxygen and free radicals promoters on the UV-254 nm photolysis of diclofenac",Article,"CHEMICAL ENGINEERING JOURNAL",2010-09-15,163,1-2,35-40,35,40,6,10.1016/j.cej.2010.07.027,"Javier Rivas; Olga Gimeno; Teresa Borralho; Fernando Beltran",,,WOS,N/A,N/A,N/A
WOS:000295604200013,"UV-C and UV-C/peroxide elimination of selected pharmaceuticals in secondary effluents",Article,DESALINATION,2011-09-15,279,1-3,115-120,115,120,6,10.1016/j.desal.2011.05.066,"Javier Rivas; Olga Gimeno; Teresa Borralho; Jose Sagasti",,,WOS,N/A,N/A,N/A
WOS:000306933400042,"Aqueous pharmaceutical compounds removal by potassium monopersulfate. Uncatalyzed and catalyzed semicontinuous experiments",Article,"CHEMICAL ENGINEERING JOURNAL",2012-06-01,192,,326-333,326,333,8,10.1016/j.cej.2012.03.055,"F. J. Rivas; O. Gimeno; T. Borallho",,,WOS,N/A,N/A,N/A
WOS:000332427400014,"Natural and extended formulations for the Time-Dependent Traveling Salesman Problem","Article, Proceedings Paper","DISCRETE APPLIED MATHEMATICS",2014-02-19,164,,138-153,138,153,16,10.1016/j.dam.2011.11.019,"Maria Teresa Godinho; Luis Gouveia; Pierre Pesneau",0000-0002-3377-9327,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000472004200008,"Study of catalytic processes for biodiesel production wastewater treatment",Article,"ARCHIVES OF ENVIRONMENTAL PROTECTION",2019-01-01,45,2,66-72,66,72,7,10.24425/aep.2019.127981,"Teresa Borralho; Solange Coelho; Andreia Estrelo",,,WOS,N/A,N/A,N/A
WOS:000526862500019,"Study on the Application of Floating Beds of Macrophites (<i>Vetiveria zizanioides</i> and <i>Phragmites australis</i>), in Pilot Scale, for the Removal of Heavy Metals from Agua Forte Stream (Alentejo-Portugal)",Article,"JOURNAL OF ECOLOGICAL ENGINEERING",2020-04-01,21,3,153-163,153,163,11,10.12911/22998993/118285,"Teresa Borralho; David Gago; Adelaide Almeida",,,WOS,N/A,N/A,N/A
WOS:000698901700001,"Finding K shortest and dissimilar paths",Article,"INTERNATIONAL TRANSACTIONS IN OPERATIONAL RESEARCH",2022-05-01,29,3,1573-1601,1573,1601,29,10.1111/itor.13060,"Ali Moghanni; Marta Pascoal; Maria Teresa Godinho",0000-0002-3377-9327,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000809656200008,"A new big data triclustering approach for extracting three-dimensional patterns in precision agriculture",Article,NEUROCOMPUTING,2022-08-21,500,,268-278,268,278,11,10.1016/j.neucom.2021.06.101,"Laura Melgar-Garcia; David Gutierrez-Aviles; Maria Teresa Godinho; Rita Espada; Isabel Sofia Brito; Francisco Martinez-alvarez; Alicia Troncoso; Cristina Rubio-Escudero",0000-0002-3377-9327,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000848001100001,"Finding K dissimilar paths: Single-commodity and discretized flow formulations",Article,"COMPUTERS & OPERATIONS RESEARCH",2022-11-01,147,,,,,13,10.1016/j.cor.2022.105939,"Ali Moghanni; Marta Pascoal; Maria Teresa Godinho",0000-0002-3377-9327,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:000902618100001,"Monitoring and Prediction of Particulate Matter (PM<sub>2.5</sub> and PM<sub>10</sub>) around the Ipbeja Campus",Article,SUSTAINABILITY,2022-12-01,14,24,,,,9,10.3390/su142416892,"Flavia Matias Oliveira Silva; Eduardo Carlos Alexandrina; Ana Cristina Pardal; Maria Teresa Carvalhos; Elaine Schornobay Lui",0000-0002-9305-2082,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:001292936000007,"Implementation of Geographic Diversity in Resilient Telecommunication Networks","Proceedings Paper","OPERATIONAL RESEARCH, IO 2022-OR",2023-01-01,437,,89-98,89,98,10,10.1007/978-3-031-46439-3_7,"Maria Teresa Godinho; Marta Pascoal",0000-0002-3377-9327,"Matemática CFisicas",WOS,N/A,N/A,N/A
WOS:001419476500001,"Healthy Campus: A Contribution to the Environment, Sustainability, and Social Responsibility Practices at the IPBeja in Portugal",Article,SUSTAINABILITY,2025-02-01,17,3,,,,20,10.3390/su17030862,"Anabela Durao; Teresa Borralho; Albertina Raposo",,,WOS,N/A,N/A,N/A
WOS:000254944600009,"Influence of culture conditions on esterase activity of five psychrotrophic Gram negative strains selected from raw Tunisian milk",Article,"ANNALS OF MICROBIOLOGY",2008-01-01,58,1,53-59,53,59,7,10.1007/BF03179445,"Olfa Ben Moussa; Melika Mankaie; Cholkry Barbana; Mnasser Hassouna; Nuno Bartolorneu Alvarenga; Joao Canada",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000256644900015,"Estimation of Serpa cheese ripening time using multiple linear regression (MLR) considering rheological, physical and chemical data",Article,"JOURNAL OF DAIRY RESEARCH",2008-05-01,75,2,233-239,233,239,7,10.1017/S0022029908003191,"Nuno Alvarenga; Paula Silva; Jose Rodriguez Garcia; Isabel Sousa",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000278382300001,"Neighborhood and physical activities of Portuguese adolescents",Article,"INTERNATIONAL JOURNAL OF BEHAVIORAL NUTRITION AND PHYSICAL ACTIVITY",2010-05-05,7,,,,,9,10.1186/1479-5868-7-33,"Nuno Loureiro; Margarida G. Matos; Maria M. Santos; Jorge Mota; Jose A. Diniz",0000-0002-1166-3219,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000314355500290,"Sensory properties of macaroni with and without green banana pulp and the application of <SUP>60</SUP>Cobalt Ionizing Radiation","Proceedings Paper","11TH INTERNATIONAL CONGRESS ON ENGINEERING AND FOOD (ICEF11)",2011-01-01,1,,1987-1991,1987,1991,5,10.1016/j.profoo.2011.09.292,"Nuno B. Alvarenga; Elsa Borralho; Hugo Escola; Samuel Andre; Teresa Carola; Carlos M. Ribeiro; Joyo M. Dias; Magda S. Taipina; Leda C. A. Lamardo; Simone C. Balian; J. S. B. Canada",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000286788400012,"Effect of freezing on the rheological, chemical and colour properties of Serpa cheese",Article,"JOURNAL OF DAIRY RESEARCH",2011-02-01,78,1,80-87,80,87,8,10.1017/S0022029910000841,"Nuno Alvarenga; Joao Canada; Isabel Sousa",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000297686300014,"Identification of nutritional descriptors of roasting intensity in beverages of Arabica and Robusta coffee beans",Article,"INTERNATIONAL JOURNAL OF FOOD SCIENCES AND NUTRITION",2011-12-01,62,8,865-871,865,871,7,10.3109/09637486.2011.588594,"Natalina Cavaco Bicho; Antonio Eduardo Leitao; Jose Cochicho Ramalho; Nuno Bartolomeu De Alvarenga; Fernando Cebola Lidon",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000313678300003,"Molecular screening of ovine mastitis in different breeds",Article,"JOURNAL OF DAIRY SCIENCE",2013-02-01,96,2,752-760,752,760,9,10.3168/jds.2012-5519,"O. Guerreiro; Z. Velez; N. Alvarenga; C. Matos; M. Duarte",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000315688400005,"Impact of Roasting Time on the Sensory Profile of Arabica and Robusta Coffee",Article,"ECOLOGY OF FOOD AND NUTRITION",2013-03-01,52,2,163-177,163,177,15,10.1080/03670244.2012.706061,"Natalina Cavaco Bicho; Antonio Eduardo Leitao; Jose Cochicho Ramalho; Nuno Bartolomeu de Alvarenga; Fernando Cebola Lidon",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000315383700016,"Identification of Chemical Clusters Discriminators of Arabica and Robusta Green Coffee",Article,"INTERNATIONAL JOURNAL OF FOOD PROPERTIES",2013-05-19,16,4,895-904,895,904,10,10.1080/10942912.2011.573114,"Natalina Cavaco Bicho; Antonio Eduardo Leitao; Jose Cochicho Ramalho; Nuno Bartolomeu de Alvarenga; Fernando Cebola Lidon",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000362130600016,"Health complaints among adolescents: Associations with more screen-based behaviours and less physical activity",Article,"JOURNAL OF ADOLESCENCE",2015-10-01,44,,150-157,150,157,8,10.1016/j.adolescence.2015.07.018,"Adilson Marques; Luis Calmeiro; Nuno Loureiro; Diana Frasquilho; Margarida Gaspar de Matos",0000-0002-1166-3219,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000363051100034,"Effect of hydrocolloids on low-fat chocolate fillings",Article,"JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE",2015-11-01,52,11,7209-7217,7209,7217,9,10.1007/s13197-015-1841-0,"Joao Dias; Nuno Alvarenga; Isabel Sousa",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000384774100005,"Impact of olive oil usage on physical properties of chocolate fillings",Article,"GRASAS Y ACEITES",2016-01-01,67,3,,,,8,10.3989/gya.0323161,"J. M. Dias; M. Almeida; D. Adikevicius; P. Andzevicius; N. B. Alvarenga",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000385078700004,"Substitution of sodium chloride by potassium chloride in So Joo cheese of Pico Island",Article,"DAIRY SCIENCE & TECHNOLOGY",2016-09-01,96,5,637-655,637,655,19,10.1007/s13594-016-0293-2,"Catarina Soares; Ana Luisa Fernando; Nuno Alvarenga; Antonio P. L. Martins",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000414886100010,"Yeast community in traditional Portuguese Serpa cheese by culture-dependent and -independent DNA approaches",Article,"INTERNATIONAL JOURNAL OF FOOD MICROBIOLOGY",2017-12-04,262,,63-70,63,70,8,10.1016/j.ijfoodmicro.2017.09.013,"Maria Teresa P. Goncalves Dos Santos; Maria Jose Benito; Maria de Guia Cordoba; Nuno Alvarenga; Santiago Ruiz-Moyano Seco de Herrera",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000418290700009,"Shelf-life of reduced-fat white chocolate fillings using iota-carrageenan",Article,"EMIRATES JOURNAL OF FOOD AND AGRICULTURE",2017-11-01,29,11,893-898,893,898,6,10.9755/ejfa.2017.v29.i11.1498,"Joao Dias; Nuno Alvarenga; Isabel Sousa",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000426632000002,"Fully Kinetic Simulation of 3D Kinetic Alfven Turbulence",Article,"PHYSICAL REVIEW LETTERS",2018-03-05,120,10,,,,7,10.1103/PhysRevLett.120.105101,"Daniel Groselj; Alfred Mallet; Nuno F. Loureiro; Frank Jenko",0000-0002-1166-3219,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000442375900008,"Development of biscuits with green banana flour irradiated by <SUP>60</SUP>Co: Preservation in modified atmosphere packaging",Article,"EMIRATES JOURNAL OF FOOD AND AGRICULTURE",2018-06-01,30,6,496-502,496,502,7,10.9755/ejfa.2018.v30.i6.1720,"Nuno Alvarenga; Magda Taipina; Nelia Raposo; Joao Dias; Maria Joao Carvalho; Olga Amaral; Maria Teresa Santos; Maria Manuela Silva; Fernando Cebola Lidon",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000429036800018,"Prevalence of adult overweight and obesity in 20 European countries, 2014",Article,"EUROPEAN JOURNAL OF PUBLIC HEALTH",2018-04-01,28,2,295-300,295,300,7,10.1093/eurpub/ckx143,"Adilson Marques; Miguel Peralta; Ana Naia; Nuno Loureiro; Margarida Gaspar de Matos",0000-0002-1166-3219,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000425202600005,"Evaluation of the impact of high pressure on the storage of filled traditional chocolates",Article,"INNOVATIVE FOOD SCIENCE & EMERGING TECHNOLOGIES",2018-02-01,45,,36-41,36,41,6,10.1016/j.ifset.2017.08.019,"Joao Dias; Patricia Coelho; Nuno B. Alvarenga; Ricardo V. Duarte; Jorge A. Saraiva",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000408020100004,"Influence of physical fitness on cognitive and academic performance in adolescents: A systematic review from 2005-2015",Review,"INTERNATIONAL REVIEW OF SPORT AND EXERCISE PSYCHOLOGY",2017-01-01,10,1,108-133,108,133,26,10.1080/1750984X.2016.1184699,"Alberto Ruiz-Ariza; Alberto Grao-Cruces; Nuno Eduardo Marques de Loureiro; Emilio J. Martinez-Lopez",0000-0002-1166-3219,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000457862400022,"Characterization of <i>Cynara cardunculus</i> L. flower from Alentejo as a coagulant agent for cheesemaking",Article,"INTERNATIONAL DAIRY JOURNAL",2019-04-01,91,,178-184,178,184,7,10.1016/j.idairyj.2018.09.010,"Sandra Gomes; Ana Teresa Belo; Nuno Alvarenga; Joao Dias; Patricia Lage; Cristina Pinheiro; Carla Pinto-Cruz; Teresa Bras; Maria E. Duarte; Antonio P. L. Martins",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000462489400007,"Trends and Age-Related Changes of Physical Activity Among Portuguese Adolescent Girls From 2002-2014: Highlights From the Health Behavior in School-Aged Children Study",Article,"JOURNAL OF PHYSICAL ACTIVITY & HEALTH",2019-04-01,16,4,281-287,281,287,7,10.1123/jpah.2018-0092,"Joao Martins; Adilson Marques; Nuno Loureiro; Francisco Carreiro da Costa; Jose Diniz; Margarida Gaspar de Matos",0000-0002-1166-3219,"Artes H Desporto",WOS,N/A,N/A,N/A
WOS:000498903100001,"A review on microbiological and technological aspects of Serpa PDO cheese: An ovine raw milk cheese",Review,"INTERNATIONAL DAIRY JOURNAL",2020-01-01,100,,,,,8,10.1016/j.idairyj.2019.104561,"Helena Araujo-Rodrigues; Freni K. Tavaria; Maria Teresa P. G. dos Santos; Nuno Alvarenga; Maria M. Pintado",0000-0003-0625-0687,"Tecnologias CAplicadas",WOS,N/A,N/A,N/A
WOS:000735996500001,"Designing and evaluating tourism experiences in senior mobility: an application of the OEC framework",Article,"TOURISM & MANAGEMENT STUDIES",2020-01-01,16,4,59-72,59,72,14,10.18089/tms.2020.160405,"Marta Amaral; Ana Isabel Rodrigues; Alice Diniz; Sandra Oliveira; Susanal Leal",0000-0001-8006-7309,"Ciências Empresariais",WOS,N/A,N/A,N/A
