id,titulo,tipo,ano_publicacao,volume,paginas,organizacoes,citacoes,issn,isbn,doi,orcids_autores,autores,origem,keywords
SCOPUS_ID:85082305995,"Rehabilitation nursing in the elderly with mobility deficit due to fracture of the femur","Book Series",2020-01-01,"1185 CCIS",292-303,N/A,N/A,18650929,"true, [9783030414931]",10.1007/978-3-030-41494-8_29,0000-0002-3905-4802,"João Vítor da Silva Vieira",Scopus,
SCOPUS_ID:85082294973,"Physical activity for elderly people after an acute myocardial infarction","Book Series",2020-01-01,"1185 CCIS",174-184,N/A,N/A,18650929,"true, [9783030414931]",10.1007/978-3-030-41494-8_17,0000-0002-3905-4802,"João Vítor da Silva Vieira",Ambas,N/A
SCOPUS_ID:85082293192,"Person in need of airway cleaning and use of mechanical insufflator-exsufflator device: Gains from rehabilitation nursing intervention for people in intensive care","Book Series",2020-01-01,"1185 CCIS",89-98,N/A,N/A,18650929,"true, [9783030414931]",10.1007/978-3-030-41494-8_9,0000-0002-3905-4802,"João Vítor da Silva Vieira",Scopus,
SCOPUS_ID:85178160101,"Entrepreneurship Education in Engineering Courses: Critical Success Factors","Conference Proceeding",2023-01-01,1,94-99,N/A,N/A,20491050,"true, [9781914587825]",undefined,0000-0003-3146-8370,"José Jacinto Descalço Bilau",Scopus,
SCOPUS_ID:85163990811,"The role of signals and third-party endorsements in reward-based crowdfunding: does the funding goal matter?",Journal,2023-01-01,15,232-255,N/A,N/A,17425360,undefined,10.1504/IJEV.2023.131659,0000-0003-3146-8370,"José Jacinto Descalço Bilau",Scopus,
SCOPUS_ID:85125596979,"Financing the creation of microenterprises with microcredit: Does being an immigrant make a difference?",Journal,2022-03-01,31,249-257,N/A,N/A,undefined,undefined,10.1002/jsc.2495,0000-0003-3146-8370,"José Jacinto Descalço Bilau",Scopus,
SCOPUS_ID:85082961432,"Do anchor infrastructures matter for regional Smart Specialisation Strategy? The case of Alentejo",Journal,2021-01-01,55,453-464,N/A,N/A,00343404,undefined,10.1080/00343404.2020.1722804,0000-0003-3146-8370,"José Jacinto Descalço Bilau",Scopus,
SCOPUS_ID:85036525593,"Microcredit repayment in a European context: evidence from Portugal",Journal,2018-05-01,68,85-96,N/A,N/A,10629769,undefined,10.1016/j.qref.2017.11.002,0000-0003-3146-8370,"José Jacinto Descalço Bilau",Scopus,
SCOPUS_ID:85055455727,"What is the role of networks and geography in reward - Based crowdfunding success?","Conference Proceeding",2018-01-01,2018-September,102-111,N/A,N/A,20491050,"true, [9781911218975]",undefined,0000-0003-3146-8370,"José Jacinto Descalço Bilau",Scopus,
SCOPUS_ID:85019625905,"Angel investing in an austerity economy–the take-up of government policies in Portugal",Journal,2017-09-02,25,1516-1537,N/A,N/A,09654313,undefined,10.1080/09654313.2017.1328045,0000-0003-3146-8370,"José Jacinto Descalço Bilau",Scopus,
SCOPUS_ID:85003721942,"Financing innovative start-ups in Portuguese context: what is the role of business angels networks?",Journal,2016-12-01,7,920-934,N/A,N/A,undefined,undefined,10.1007/s13132-015-0304-1,0000-0003-3146-8370,"José Jacinto Descalço Bilau",Scopus,
SCOPUS_ID:84872306370,"The failure to obtain VC financing in the pre-start-up phase: Evidence from the Portuguese context",Journal,2012-01-01,43,45-53,N/A,N/A,20785585,undefined,10.4102/sajbm.v43i4.481,0000-0003-3146-8370,"José Jacinto Descalço Bilau",Scopus,
SCOPUS_ID:35248882610,"Estimation of anti-bacterial culture activity from digital images","Book Series",2003-01-01,2652,354-359,N/A,N/A,03029743,"true, [3540402179, 9783540402176]",10.1007/978-3-540-44871-6_41,0000-0002-4760-726X,"José Jasnau Caeiro",Scopus,
SCOPUS_ID:0344703588,"Mixed exponentials filter for edge detection and the Fredholm integral equation of the first kind","Conference Proceeding",2003-01-01,3,441-444,N/A,N/A,undefined,undefined,undefined,0000-0002-4760-726X,"José Jasnau Caeiro",Scopus,
SCOPUS_ID:0029755843,"Errors in the estimation of gradient direction using IIR and FIR implementations","Conference Proceeding",1996-01-01,2,137-140,N/A,N/A,undefined,undefined,undefined,0000-0002-4760-726X,"José Jasnau Caeiro",Scopus,
SCOPUS_ID:0026394063,"An advanced architecture for image processing and analysis","Conference Proceeding",1991-12-01,1,77-80,N/A,N/A,02714310,undefined,undefined,0000-0002-4760-726X,"José Jasnau Caeiro",Scopus,
SCOPUS_ID:0025664186,"A high performance image processing system","Conference Proceeding",1990-12-01,1,751-754,N/A,N/A,02714310,undefined,undefined,0000-0002-4760-726X,"José Jasnau Caeiro",Scopus,
SCOPUS_ID:85134814623,"Monitoring Security Risks of Teleworker Devices in Hospital Institution","Conference Proceeding",2022-01-01,2022-June,undefined,N/A,N/A,21660727,"true, [9789893334362]",10.23919/CISTI54924.2022.9820280,0000-0003-3313-7858,"Luís Carlos da Silva Bruno",Scopus,
SCOPUS_ID:85015823109,"Hip-directed walking-in-place using a single depth camera",Journal,2017-09-01,105,1-11,N/A,N/A,10715819,undefined,10.1016/j.ijhcs.2017.03.006,0000-0003-3313-7858,"Luís Carlos da Silva Bruno",Scopus,
SCOPUS_ID:84982175136,"An approach password graphic for access control web","Conference Proceeding",2016-07-25,2016-July,undefined,N/A,N/A,21660727,"true, [9789899843462]",10.1109/CISTI.2016.7521468,0000-0003-3313-7858,"Luís Carlos da Silva Bruno",Scopus,
SCOPUS_ID:84883278528,"A new approach to walking in place","Book Series",2013-09-05,"8119 LNCS",370-387,N/A,N/A,03029743,"true, [9783642404764]",10.1007/978-3-642-40477-1_23,0000-0003-3313-7858,"Luís Carlos da Silva Bruno",Scopus,
SCOPUS_ID:77953538944,"IMMIView: A multi-user solution for design review in real-time",Journal,2010-06-01,5,91-107,N/A,N/A,18618200,undefined,10.1007/s11554-009-0141-1,0000-0003-3313-7858,"Luís Carlos da Silva Bruno",Scopus,
SCOPUS_ID:38349039568,"IMPROVE: Advanced displays and interaction techniques for collaborative design review","Book Series",2007-01-01,"4563 LNCS",376-385,N/A,N/A,03029743,"true, [9783540733348]",10.1007/978-3-540-73335-5_41,0000-0003-3313-7858,"Luís Carlos da Silva Bruno",Scopus,
SCOPUS_ID:38349014409,"IMPROVE: Collaborative design review in mobile mixed reality","Book Series",2007-01-01,"4563 LNCS",543-553,N/A,N/A,03029743,"true, [9783540733348]",10.1007/978-3-540-73335-5_59,0000-0003-3313-7858,"Luís Carlos da Silva Bruno",Scopus,
SCOPUS_ID:38149142741,"IMPROVE: Designing effective interaction for virtual and mixed reality environments","Book Series",2007-01-01,"4551 LNCS",689-699,N/A,N/A,03029743,"true, [9783540731061]",10.1007/978-3-540-73107-8_77,0000-0003-3313-7858,"Luís Carlos da Silva Bruno",Scopus,
SCOPUS_ID:85213223357,"Internet security as part of citizen digital competence: systematic review",Journal,2024-01-01,17,undefined,N/A,N/A,undefined,undefined,10.1590/1983-3652.2024.51787,0000-0002-4395-2664,"Luís Manuel da Cruz Murta",Scopus,
SCOPUS_ID:85193338067,"GEOGRAPHICAL AND GENDER DIFFERENCES IN THE DEVELOPMENT OF MOTOR SKILLS IN PRESCHOOL CHILDREN",Journal,2024-01-01,35,undefined,N/A,N/A,undefined,undefined,10.4025/jphyseduc.v35i1.3512,0000-0002-4395-2664,"Luís Manuel da Cruz Murta",Scopus,
SCOPUS_ID:85078418882,"Service quality in Portuguese sport tourism companies",Journal,2019-01-01,undefined,27-41,N/A,N/A,11397861,undefined,10.6018/turismo.44.404721,0000-0002-4395-2664,"Luís Manuel da Cruz Murta",Scopus,
SCOPUS_ID:85201197342,"Towards a Sustainable Preservation of Medieval Colors through the Identification of the Binding Media, the Medieval Tempera",Journal,2024-06-02,16,undefined,N/A,N/A,undefined,undefined,10.3390/su16125027,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:85210829678,"Notes on the traditional uses of Pterospartum tridentatum (L.) Willk. in Portugal",Journal,2024-05-22,29,undefined,N/A,N/A,undefined,undefined,10.32859/era.29.52.1-11,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:85205017759,"Wooden locks and keys from Corvo Island (Azores, Portugal)",Journal,2024-05-22,29,undefined,N/A,N/A,undefined,undefined,10.32859/era.29.45.1-11,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:85201704974,"Traditional chestnut (Castanea sativa Mill.) embroideries (Marvão, Portugal)",Journal,2024-05-22,29,undefined,N/A,N/A,undefined,undefined,10.32859/era.29.25.1-10,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:85186880754,"The willow (Salix sp.) toothpicks from the Cistercian Monastery of Lorvão (Penacova, Portugal)",Journal,2024-01-01,28,undefined,N/A,N/A,undefined,undefined,10.32859/era.28.49.1-17,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:85176943075,"Fig tree (Ficus carica L.) art in the Azores (Portugal)",Journal,2023-06-18,26,undefined,N/A,N/A,undefined,undefined,10.32859/era.26.67.1-6,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:85175143505,"Women and violets in France (1800-1920) – a visual journey",Journal,2023-06-18,26,undefined,N/A,N/A,undefined,undefined,10.32859/era.26.50.1-22,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:85171302095,"Straw embroideries in Azores (Portugal)",Journal,2023-06-18,26,undefined,N/A,N/A,undefined,undefined,10.32859/era.26.33.1-7,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:85167696345,"Vegetable ivory – the Beja Botanical Museum photo collection",Journal,2023-06-18,26,ns,N/A,N/A,undefined,undefined,10.32859/era.26.24.1-19,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:85091441503,"Botanical tour of christian art at the national museum of ancient art (Lisbon, Portugal)",Journal,2020-01-01,8,83-115,N/A,N/A,undefined,undefined,undefined,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:84874477203,"The queen and the flower power - The symbolic use of plants in the court of St. James's, United Kingdom",Journal,2012-12-01,17,317-322,N/A,N/A,10434534,undefined,10.3100/025.017.0212,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:84871965523,"The Symbolic Uses of Plants",Book,2011-07-07,undefined,351-369,N/A,N/A,undefined,"true, [9780470547854]",10.1002/9781118015872.ch21,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:79952474490,"Aeropalynological assessment of Beja (South Portugal)",Journal,2010-09-01,18,419-429,N/A,N/A,08719721,undefined,undefined,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:72449147235,"The collection of pineapple fibers-ananas comosus (Bromeliaceae)at the Harvard University Herbaria",Journal,2009-12-01,14,105-109,N/A,N/A,10434534,undefined,10.3100/025.014.0202,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:14644407549,"Ornamental trees of Beja city, Portugal",Journal,2004-12-01,28,85-91,N/A,N/A,02144565,undefined,undefined,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:3142668393,"Sucrose metabolism in Lupinus albus L. under salt stress",Journal,2004-07-26,48,317-319,N/A,N/A,00063134,undefined,10.1023/B:BIOP.0000033465.59361.d2,0000-0001-8536-5583,"Luís Manuel Mendonça Carvalho",Scopus,
SCOPUS_ID:85119420184,"Zoom discrete spectral correlation function, with application to cyclostationary signal detection",Journal,2022-03-01,121,undefined,N/A,N/A,10512004,undefined,10.1016/j.dsp.2021.103316,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:76949094716,"On the true Cramer-Rao lower bound for data-aided carrier-phase-independent frequency offset and symbol timing estimation",Journal,2010-02-01,58,442-447,N/A,N/A,00906778,undefined,10.1109/TCOMM.2010.02.090023,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:64349120656,"An improved feedforward frequency offset estimator",Journal,2008-12-01,56,2155-2160,N/A,N/A,1053587X,undefined,10.1109/TSP.2007.913166,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:36249010984,"On the statistics of the sum of squared complex Gaussian random variables",Journal,2007-10-01,55,1857-1862,N/A,N/A,00906778,undefined,10.1109/TCOMM.2007.906387,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:34247279119,"Sequence design for data-aided estimation of synchronization parameters",Journal,2007-04-01,55,670-677,N/A,N/A,00906778,undefined,10.1109/TCOMM.2007.894091,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:31344466439,"The true Cramér - Rao lower bound for data-aided carrier-phase-independent time-delay estimation from linearly modulated waveforms",Journal,2006-01-01,54,128-140,N/A,N/A,00906778,undefined,10.1109/TCOMM.2005.861655,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:9444233406,"On the Miller-Chang lower bound for NDA carrier phase estimation",Journal,2004-11-01,52,1867-1871,N/A,N/A,00906778,undefined,10.1109/TCOMM.2004.836592,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:0035699244,"Improved cramér-Rao lower bounds for phase and frequency estimation with M-PSK signals",Journal,2001-12-01,49,2083-2087,N/A,N/A,00906778,undefined,10.1109/26.974254,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:0033685450,"New ML-based data-aided feedforward symbol synchronizer for burst-mode transmission","Conference Proceeding",2000-01-01,2,undefined,N/A,N/A,02714310,undefined,10.1109/ISCAS.2000.856335,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:0032715438,"Improved feedforward ML timing estimation for PSK signaling","Conference Proceeding",1999-01-01,3,undefined,N/A,N/A,02714310,"true, [0780354710]",undefined,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:33746437640,"Comment on performance of asynchronous band-limited DS/SSMA systems",Journal,1998-01-01,E81-B,1782,N/A,N/A,09168516,undefined,undefined,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:84948707705,"A digital processing lossy transmission line simulator","Conference Proceeding",1992-01-01,4,1768-1771,N/A,N/A,02714310,"true, [0780305930]",10.1109/ISCAS.1992.230412,0000-0002-2232-0422,"Luís Miguel Gomes Tavares",Scopus,
SCOPUS_ID:85140016594,"Brief Considerations on the Foundations of the Proposal of Artificial Intelligence Act from the European Commission",Journal,2022-01-01,10,undefined,N/A,N/A,undefined,undefined,10.37497/sdgs.v10i1.238,0000-0001-8861-0337,"Manuel David Rodrigues Masseno",Scopus,
SCOPUS_ID:85114233815,"Covid 19 and the contractual performance crisis in international contracts governed by the vienna convention on contracts for the international sale and purchase of goods (Cisg)",Journal,2021-01-01,2,158-183,N/A,N/A,undefined,undefined,10.21902/revistajur.2316-753X.v2i64.5200,0000-0001-8861-0337,"Manuel David Rodrigues Masseno",Scopus,
SCOPUS_ID:85104233649,"On the legal consequences of the adhesion of brasil to the oecd principles on artificial intelligence, especially regarding data protection",Journal,2020-01-01,8,113-122,N/A,N/A,undefined,undefined,10.37497/REVCAMPOJUR.V8I2.659,0000-0001-8861-0337,"Manuel David Rodrigues Masseno",Scopus,
SCOPUS_ID:85104229250,"Non-personal data in the new European rules and their relevance to farmers - A study guide",Journal,2019-01-01,7,122-144,N/A,N/A,undefined,undefined,10.37497/REVCAMPOJUR.V7I2.549,0000-0001-8861-0337,"Manuel David Rodrigues Masseno",Scopus,
SCOPUS_ID:85201528528,"Breeding in bread-making wheat varieties for Mediterranean climate: the need to get resilient varieties",Journal,2024-01-01,11,undefined,N/A,N/A,undefined,undefined,10.3389/fnut.2024.1393076,0000-0002-2122-9950,"Manuel Joaquim Marques Patanita",Scopus,
SCOPUS_ID:85168679048,"Digitization of Crop Nitrogen Modelling: A Review",Journal,2023-08-01,13,undefined,N/A,N/A,undefined,undefined,10.3390/agronomy13081964,0000-0002-2122-9950,"Manuel Joaquim Marques Patanita",Scopus,
SCOPUS_ID:85099565751,"Zinc enrichment in two contrasting genotypes of triticum aestivum l. Grains: Interactions between edaphic conditions and foliar fertilizers",Journal,2021-02-01,10,1-25,N/A,N/A,undefined,undefined,10.3390/plants10020204,0000-0002-2122-9950,"Manuel Joaquim Marques Patanita",Scopus,
SCOPUS_ID:84954148160,"Agricultural reuse of cheese whey wastewater treated by NaOH precipitation for tomato production under several saline conditions and sludge management",Journal,2016-03-31,167,62-74,N/A,N/A,03783774,undefined,10.1016/j.agwat.2015.12.025,0000-0002-2122-9950,"Manuel Joaquim Marques Patanita",Scopus,
SCOPUS_ID:84899549348,"Reuse of pretreated cheese whey wastewater for industrial tomato production (Lycopersicon esculentum Mill.)",Journal,2014-01-01,140,87-95,N/A,N/A,03783774,undefined,10.1016/j.agwat.2014.04.002,0000-0002-2122-9950,"Manuel Joaquim Marques Patanita",Scopus,
SCOPUS_ID:84880653111,"Pretreated cheese whey wastewater management by agricultural reuse: Chemical characterization and response of tomato plants Lycopersicon esculentum Mill. under salinity conditions",Journal,2013-07-31,463-464,943-951,N/A,N/A,00489697,undefined,10.1016/j.scitotenv.2013.06.080,0000-0002-2122-9950,"Manuel Joaquim Marques Patanita",Scopus,
SCOPUS_ID:84878290290,"Growth and development of tomato plants Lycopersicon Esculentum Mill. under different saline conditions by fertirrigation with pretreated cheese whey wastewater",Journal,2013-06-03,67,2033-2041,N/A,N/A,02731223,undefined,10.2166/wst.2013.085,0000-0002-2122-9950,"Manuel Joaquim Marques Patanita",Scopus,
SCOPUS_ID:85195799779,"Reuse of Treated Slaughterhouse Wastewater from Immediate One-Step Lime Precipitation and Atmospheric Carbonation to Produce Aromatic Plants in Hydroponics",Journal,2024-06-01,16,undefined,N/A,N/A,undefined,undefined,10.3390/w16111566,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85181907787,"Pretreated Agro-Industrial Effluents as a Source of Nutrients for Tomatoes Grown in a Dual Function Hydroponic System: Tomato Quality Assessment",Journal,2024-01-01,16,undefined,N/A,N/A,undefined,undefined,10.3390/su16010315,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85178094570,"Integrated Process of Immediate One-Step Lime Precipitation, Atmospheric Carbonation, Constructed Wetlands, or Adsorption for Industrial Wastewater Treatment: A Review",Journal,2023-11-01,15,undefined,N/A,N/A,undefined,undefined,10.3390/w15223929,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85175452577,"Application of the Monte-Carlo Method to Assess the Operational Reliability of a Household-Constructed Wetland with Vertical Flow: A Case Study in Poland",Journal,2023-10-01,15,undefined,N/A,N/A,undefined,undefined,10.3390/w15203693,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85164224327,"Tunning processes for organic matter removal from slaughterhouse wastewater treated by immediate one-step lime precipitation and atmospheric carbonation",Journal,2023-10-01,11,undefined,N/A,N/A,undefined,undefined,10.1016/j.jece.2023.110450,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85161084607,"Reuse of lime sludge from immediate one-step lime precipitation process as a coagulant (aid) in slaughterhouse wastewater treatment",Journal,2023-09-15,342,undefined,N/A,N/A,03014797,undefined,10.1016/j.jenvman.2023.118278,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85160587734,"Reuse of Pretreated Agro-Industrial Wastewaters for Hydroponic Production of Lettuce",Journal,2023-05-01,15,undefined,N/A,N/A,undefined,undefined,10.3390/w15101856,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85145654418,"Optimization of atmospheric carbonation in the integrated treatment immediate one-step lime precipitation and atmospheric carbonation. The case study of slaughterhouse effluents",Journal,2023-03-01,17,undefined,N/A,N/A,undefined,undefined,10.1016/j.rineng.2022.100807,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85123237555,"Landfill leachate treatment by immediate one-step lime precipitation, carbonation, and phytoremediation fine-tuning",Journal,2023-01-01,30,8647-8656,N/A,N/A,09441344,undefined,10.1007/s11356-022-18729-7,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85142736288,"Construction of Control Charts to Help in the Stability and Reliability of Results in an Accredited Water Quality Control Laboratory",Journal,2022-11-01,14,undefined,N/A,N/A,undefined,undefined,10.3390/su142215392,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85161817157,"Assessment of the reliability of the operation of a sewage treatment plant using Monte Carlo simulation",Journal,2022-01-01,2022,80-90,N/A,N/A,14297426,undefined,10.24425/jwld.2022.143723,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85100902887,"Vertical flow constructed wetland as a green solution for low biodegradable and high nitrogen wastewater: A case study of explosives industry",Journal,2021-06-01,272,undefined,N/A,N/A,00456535,undefined,10.1016/j.chemosphere.2021.129871,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85088707546,"Reliability assessment of pollution removal of wastewater treatment plant using the method of Weibull","Conference Proceeding",2020-06-09,171,undefined,N/A,N/A,25550403,undefined,10.1051/e3sconf/202017101007,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85083656450,"Study on the application of floating beds of macrophites (vetiveria zizanioides and phragmites Australis), in pilot scale, for the removal of heavy metals from agua forte stream (Alentejo-Portugal)",Journal,2020-01-01,21,153-163,N/A,N/A,undefined,undefined,10.12911/22998993/118285,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85083641973,"Manual treatment of urban wastewater by chemical precipitation for production of hydroponic nutrient solutions",Journal,2020-01-01,21,143-152,N/A,N/A,undefined,undefined,10.12911/22998993/118286,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85045016774,"The efficiency and technological reliability of biogenic compounds removal during long-term operation of a one-stage subsurface horizontal flow constructed wetland",Journal,2018-08-31,202,216-226,N/A,N/A,13835866,undefined,10.1016/j.seppur.2018.03.058,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85007270925,"Nitrate removal in vertical flow constructed wetland planted with Vetiveria zizanioides: Effect of hydraulic load",Journal,2017-02-01,99,535-542,N/A,N/A,09258574,undefined,10.1016/j.ecoleng.2016.11.069,0000-0001-6612-9411,"Maria Adelaide Araújo Almeida",Scopus,
SCOPUS_ID:85124424771,"Drifting conversations: expressions of Environmental Communitarian Education for an integral sustainable society",Journal,2021-01-01,53,65-80,N/A,N/A,16457250,undefined,10.24140/issn.1645-7250.rle53.04,0000-0003-3521-612x,"Maria Albertina Amantes Raposo",Scopus,
SCOPUS_ID:85077861897,"Solving the grocery backroom layout problem",Journal,2021-01-01,59,772-797,N/A,N/A,00207543,undefined,10.1080/00207543.2019.1708990,0000-0003-2048-0649,"Maria Clara Pereira Pires",Scopus,
SCOPUS_ID:85070978309,"Solving the grocery backroom sizing problem",Journal,2020-09-16,58,5707-5720,N/A,N/A,00207543,undefined,10.1080/00207543.2019.1656840,0000-0003-2048-0649,"Maria Clara Pereira Pires",Scopus,
SCOPUS_ID:85014622773,"A framework for designing backroom areas in grocery stores",Journal,2017-01-01,45,230-252,N/A,N/A,09590552,undefined,10.1108/IJRDM-01-2016-0004,0000-0003-2048-0649,"Maria Clara Pereira Pires",Scopus,
SCOPUS_ID:84955650305,"Design of retail backroom storage: A research opportunity?",Book,2015-09-11,15,167-174,N/A,N/A,undefined,"true, [9783319241548, 9783319241524]",10.1007/978-3-319-24154-8_20,0000-0003-2048-0649,"Maria Clara Pereira Pires",Scopus,
SCOPUS_ID:85139695580,"Health Promotion and Wellness in Aging",Book,2022-01-01,undefined,18-35,N/A,N/A,undefined,"true, [9781668452967, 1668452952, 9781668452950]",10.4018/978-1-6684-5295-0.ch002,0000-0003-0839-8036,"Maria Cristina Campos de Sousa Faria",Scopus,
SCOPUS_ID:85082306930,"Aging and health literacy: Site of proximity to the community","Book Series",2020-01-01,"1185 CCIS",330-338,N/A,N/A,18650929,"true, [9783030414931]",10.1007/978-3-030-41494-8_32,0000-0003-0839-8036,"Maria Cristina Campos de Sousa Faria",Scopus,
SCOPUS_ID:85082294462,"Flourishing and satisfaction with life in older people practicing yoga","Book Series",2020-01-01,"1185 CCIS",185-194,N/A,N/A,18650929,"true, [9783030414931]",10.1007/978-3-030-41494-8_18,0000-0003-0839-8036,"Maria Cristina Campos de Sousa Faria",Scopus,
SCOPUS_ID:85173779926,"The support of Multilateral Development Banks to renewable energy projects in developing countries",Journal,2023-01-01,undefined,undefined,N/A,N/A,09640568,undefined,10.1080/09640568.2023.2263904,0000-0002-3104-4271,"Maria do Sacramento Bombaça Basílio",Scopus,
SCOPUS_ID:85131457801,"Influence of seasonality on the quality of oysters from the Sado and Mira rivers",Journal,2022-11-01,393,undefined,N/A,N/A,03088146,undefined,10.1016/j.foodchem.2022.133292,0000-0001-9909-6345,"Maria João Barata de Carvalho",Ambas,N/A
SCOPUS_ID:85180460326,"FRESHNESS INDEX DETERMINATION IN SARDINA PILCHARDUS",Journal,2021-01-20,2021,81-89,N/A,N/A,08733015,undefined,10.29352/mill0214.19229,0000-0001-9909-6345,"Maria João Barata de Carvalho",Scopus,
SCOPUS_ID:85044208284,"Improving crunchiness and crispness of fried squid rings through innovative tempura coatings: addition of alcohol and CO<inf>2</inf> incubation",Journal,2018-06-01,55,2068-2078,N/A,N/A,00221155,undefined,10.1007/s13197-018-3121-2,0000-0001-9909-6345,"Maria João Barata de Carvalho",Scopus,
SCOPUS_ID:85067892851,"Smoked vs dry-cured alentejano and white pig loins",Journal,2018-01-01,67,221-225,N/A,N/A,00040592,undefined,10.21071/AZ.V67ISUPPLEMENT.3609,0000-0001-9909-6345,"Maria João Barata de Carvalho",Scopus,
SCOPUS_ID:85018315292,"Taste compounds and consumer acceptance of chicken soups as affected by cooking conditions",Journal,2017-12-18,20,S154-S165,N/A,N/A,10942912,undefined,10.1080/10942912.2017.1291678,0000-0001-9909-6345,"Maria João Barata de Carvalho",Ambas,N/A
SCOPUS_ID:85013893294,"Physico-chemical and sensory characteristics of freeze-dried and air-dehydrated yogurt foam",Journal,2017-07-01,80,328-334,N/A,N/A,00236438,undefined,10.1016/j.lwt.2017.02.039,0000-0001-9909-6345,"Maria João Barata de Carvalho",Scopus,
SCOPUS_ID:85152582125,"The Quality Indicators of Long-Term Care Models that Promote Empowerment for Self-care: A Systematic Review Protocol","Book Series",2023-01-01,undefined,178-184,N/A,N/A,2195271X,"true, [9783031290664]",10.1007/978-3-031-29067-1_19,0000-0001-6017-6874,"Maria Margarida da Palma Goes",Scopus,
SCOPUS_ID:70249110440,"Caring: a fundamental concept in nursing. A review of literature",Journal,2008-01-01,56,184-188,N/A,N/A,08712379,undefined,undefined,0000-0001-6017-6874,"Maria Margarida da Palma Goes",Scopus,
SCOPUS_ID:85067382762,"Study of catalytic processes for biodiesel production wastewater treatment",Journal,2019-01-01,45,66-72,N/A,N/A,20834772,undefined,10.24425/aep.2019.127981,0000-0002-9305-2082,"Maria Teresa Borralho Marques dos Carvalhos",Ambas,N/A
