id,titulo,autor_principal,fonte,doi,issn,isbn,volume,numero,paginas,editor,data_publicacao,descricao,palavras_chave,cited_by_count,tipo,article_number,departamento,origem,financiador,afiliacoes,repositorioIPBeja,apoiosPublicacao,autores_artigo,orcid_autores,organizacoes,keywords,citacoes,fonteTitulo,issue,paginasInicio,paginasFim,numeroPaginas
SCOPUS_ID:85192133944,"Industrial tourism and literary tourism: Niche marketing perspective and regional development","Sousa B.B.","Shifts in Knowledge Sharing and Creativity for Business Tourism",10.4018/979-8-3693-2619-0.ch006,,"[9798369326206, 9798369326190]",,,88-103,,2024-04-03,"This study aims to understand some of the main trends in tourist segmentation in the (northern) Portuguese context, with an emphasis on industrial and literary tourism. The research study brings together a proposed conceptual model to understand some of the main determinants of tourist demand in niche tourism environments and their behavioral intentions (i.e., satisfaction and loyalty). Also, industrial tourism is tourism in which the desired destination includes industrial sites peculiar to a particular location. The concept is not new, as it includes wine tours in France. The present study represents an important contribution in relation to the management of tourist destinations and the development of the relationship with the consumer. This manuscript is an aid to marketing and management in specific contexts of literary and industrial tourism (e.g., Vila Nova de Famalicão, Portugal). The present study has as its main limitation its embryonic stage, not including collection of primary data or development of an empirical study.",,0,"Capítulo em livro",,"Ciências Empresariais",Scopus,N/A,"Universidade de Aveiro (Aveiro, Portugal); Instituto Politécnico do Cávado e do Ave (Barcelos, Portugal); Universidade do Minho (Braga, Portugal); Instituto Politécnico de Beja (Beja, Portugal)",N/A,N/A,"Bruno Barbosa Sousa; Luzia Amorim; André Catarino; João Rolha; Victor Figueira","0000-0002-8588-2422; N/A; 0000-0003-2907-6845; 0000-0002-2936-0195",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85168704712,"Digital Communication and the Crisis Management in Hotel Management: A Perspective in the Euroregion North of Portugal and Galicia (ERNPG)","Cardoso D.","Administrative Sciences",10.3390/admsci13080191,,,13,8,,,2023-08-01,"The current unprecedented globalization of the social economy, with worldwide mobility of people, products and services in an increasingly connected market and society, has promoted the rapid geographic spread of the coronavirus (i.e., crisis management) outbreak, negatively affecting tourists’ behavior and their well-being, whether due to restrictions imposed by governments on international travel, or due to tourists’ fear of catching the disease. This manuscript aims to understand how digital communication has helped the tourism industry in general and the hotel context in particular to face the negative consequences caused by the new coronavirus pandemic. The development of the research followed a qualitative methodological approach, constituting an exploratory study, based on four semi-structured interviews with managers of hotel establishments, located in the Northern Region of Portugal and Galicia. As main conclusions, it is possible to highlight that digital communication and the use of social networks were fundamental tools for hotel establishments during the pandemic caused by COVID-19, especially during the confinement period, when establishments had to close, many of them completely. There were many changes brought about in the tourism industry in the Euroregion of Northern Portugal and Galicia (ERNPG), with an increase in domestic tourism, a decrease in the external market and a change in tourist profile and behavior, whether due to sanitary and public health issues that induced fear of travel, or by the measures imposed by the government that prevented such trips. According to the strategies implemented by the hotel establishments, the intensification of digital communication use and social networks stands out, since, for a long time, it consisted of the only connecting tool between the hotel and its customers and the initiatives of the Regional Entities and Turismo de Portugal (regional and national DMOs), through numerous training courses in the area of digital marketing and the implementation of hygiene, sustainable and safety measures in hotel establishments. Regarding the future of tourism, it is expected that it will recover in the coming years and approach the historical values of previous years, given the advance in vaccination against the disease and the tourist’s desire to travel. In the short term, strategies are expected from hotel establishments that include valuing the destination on digital marketing platforms through attracting qualified human resources and a commitment towards tourism sustainability.","crisis management ; cross-border region ; digital communication ; ERNPG ; sustainable concerns",5,"Artigos em revista",191,"Ciências Empresariais",Scopus,N/A,"GOVCOPP – Research Unit on Governance, Competitiveness and Public Policies (Aveiro, Portugal); Escola Superior de Hotelaria e Turismo (Vila do Conde, Portugal); Polytechnic Institute of Leiria (Leiria, Portugal); Instituto Politécnico do Cávado e do Ave (Barcelos, Portugal); Instituto Politécnico de Tomar (Tomar, Portugal); Instituto Politécnico de Beja (Beja, Portugal)",N/A,N/A,"Diana Cardoso; Bruno Sousa; Dália Liberato; Pedro Liberato; Eunice Lopes; Francisco Gonçalves; Victor Figueira","N/A; 0000-0002-8588-2422; 0000-0003-0513-6444; 0000-0003-2908-1599; 0000-0001-9812-851X; 0000-0003-1965-7427; 0000-0002-2936-0195",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85164958732,"The Role of Football Clubs as a Driver of Tourism Marketing Management and Local Development: A Preliminary Study in Minho (Portugal)","Rodrigues C.","Smart Innovation, Systems and Technologies",10.1007/978-981-19-9960-4_38,21903018,[9789811999598],340,,439-448,,2023-01-01,"The concept of sport-related tourism has become more prominent in the last decades both as an academic field of study and an increasingly popular tourism product and as a niche tourism example. The main objective of the present research is to analyze the contribution of sports tourism and football tourism to the development of territories, evaluate the relationship between local entities and football clubs, and identify the marketing strategies of clubs and local entities responsible for tourism. The Quadrilátero do Minho (Minho Quadrangle), corresponding to the cities of Barcelos, Braga, Guimarães, and V.N. Famalicão, hosting the football clubs, was the main focus of the study. Data collection was carried out through four interviews with those responsible for local tourism, in the Quadrilátero do Minho, with the aim of studying whether there is a joint concern to enhance sports tourism and contribute to promoting tourism and the local economy. Results will make it possible to identify the cities that present a stronger connection between clubs and local entities and if this connection translates into greater growth in tourism and economic development of cities. In addition to the interviews, a focus group was held, bringing together twelve football fans from the clubs in the Minho Quadrangle. Results will allow informing the municipalities of the direction that the future commitment to sports tourism, and especially football, should take. The manuscript intended to analyze the views of managers/professionals and consumers.","Football Clubs ; Minho Quadrangle ; Regional Development ; Sport Tourism",0,"Artigos em conferência",,"Ciências Empresariais",Scopus,"FCT (UIDB/04470/2020) Fundação para a Ciência e a Tecnologia","Centro de Investigação Aplicada em Gestão (Porto, Portugal); Centro de Investigação, Desenvolvimento e Inovação em Turismo (Vila do Conde, Portugal); Instituto Politécnico do Cávado e do Ave (Barcelos, Portugal); Instituto Politécnico de Beja (Beja, Portugal)",N/A,N/A,"Cláudia Rodrigues; Bruno Sousa; Laurentina Vareiro; Victor Figueira","N/A; 0000-0002-8588-2422; 0000-0001-8945-1593; 0000-0002-2936-0195",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85164907176,"Accessible Tourism and Digitalization: Stakeholders Perspective in the City of Barcelos","Sousa B.","Smart Innovation, Systems and Technologies",10.1007/978-981-19-9960-4_59,21903018,[9789811999598],340,,721-730,,2023-01-01,"The present manuscript aims to understand and analyses the accessible tourism in the specific context of Barcelos, with a special focus on people with motor disabilities. From the perspective of accessible tourism, it is intended to ascertain whether the most emblematic tourist attractions of the city of Barcelos (e.g. cultural, religious, artistic and architectural heritage), provide the necessary conditions of accessibility for people with disabilities. This study assumes a qualitative character whose obtaining of the primary data was based on the realization of a semi-structured interview carried out with nine stakeholders, who, directly or indirectly, participate in the tourist activity in the city of Barcelos. Planning strengthens the compatibility between meeting economic and social needs and the need to preserve the environment and natural and cultural resources, in order to ensure the sustainability of the accessible destination as a tourism product. Preliminary results highlight the (increasing) importance of accessible tourism for the territories. However, there are many limitations that will have to be overcome and improved in the coming years. From an interdisciplinary perspective, the present study presents inputs for place marketing and accessible tourism.","Accessible tourism ; Accessible tourist destination ; Barcelos ; Digitalization ; stakeholders",0,"Artigos em conferência",,"Ciências Empresariais",Scopus,N/A,"Centro de Estudos Organizacionais e Sociais do Politécnico do Porto (Sao Mamede de Infesta, Portugal); Instituto Politécnico do Cávado e do Ave (Barcelos, Portugal); Instituto Politécnico de Beja (Beja, Portugal); Instituto Politécnico do Porto (Porto, Portugal)",N/A,N/A,"Bruno Sousa; Francisco Gonçalves; António Abreu; Victor Figueira; João Rolha; Ana Paula Camarinha; Ivone Cardoso","0000-0002-8588-2422; 0000-0003-1965-7427; 0000-0001-5958-9188; 0000-0002-2936-0195; N/A; 0000-0003-0437-0052; 0000-0002-6848-0018",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85144987417,"Tourism and Protected Areas: The Guadiana Valley Natural Park, Portugal","Figueira V.","Journal of Environmental Management and Tourism",10.14505/jemt.v13.8(64).01,,,13,8,2085-2093,,2022-12-01,"Sustainability is a topic that is currently being discussed and constantly adapting, since it is related not only to an ecologically correct posture and strategy but also economically viable and socially equitable. The present manuscript intends to understand and analyze tourism and protected areas in Portugal, namely the case of the Guadiana Valley Natural Park (Portugal). This paper presents theoretical considerations that aim to understand how “protected areas” can become a destination for future sustainable tourism trips. In the end, the limitations of the study and guidelines for future research will be presented.","Guadiana Valley Natural Park ; hospitality ; marketing ; protected areas ; tourism ; tourism product",0,"Artigos em revista",,"Ciências Empresariais",Scopus,"FCT (UIDB/04470/2020) Fundação para a Ciência e a Tecnologia","Centro de Investigação Aplicada em Gestão (Porto, Portugal); Centro de Investigação, Desenvolvimento e Inovação em Turismo (Vila do Conde, Portugal); Universidad de Sevilla (Sevilla, Spain); Instituto Politécnico do Cávado e do Ave (Barcelos, Portugal); Instituto Politécnico de Beja (Beja, Portugal)",N/A,N/A,"Victor Figueira; João Rolha; Bruno Sousa; Laurentina Vareiro","N/A; 0000-0002-2936-0195",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85132026034,"Green Marketing Trends in Specific Contexts of Tourism and Music Festivals: Preliminary Insights","Machado A.","Smart Innovation, Systems and Technologies",10.1007/978-981-16-9701-2_8,21903018,[9789811697005],284,,87-96,,2022-01-01,"Green marketing based on environmentally sound practices, with the aim of generating more sustainable products and services, strengthens the image of companies, differentiating them from other brands in the market. In this context, music events have bet on this proposal to promote themselves. Based on this paradox, the Rock in Rio event, considered the largest music festival in the world, recognized by ISO 20121 certification—sustainable events, promotes and supports social and environmental awareness campaigns. The objective of this research is to present the relevance of green marketing at the tourist event Rock in Rio. The results show a strong relationship between the information available on social networks (i.e., digital environment) about green marketing and the behavior change of organizers of the Rock in Rio event (in a business logic) regarding the adequacy of the event company to the environmental, economic and social sustainability certification policies. From an interdisciplinary perspective, the present manuscript presents inputs in the field of tourism, marketing, events (i.e., sustainable green events) in the context of the largest rock festival in the world. Although the event is consolidated in the calendar of country events, there is a lack of scientific research with more data about the event, which brings more originality and value to this research.","Festival tourism ; Green marketing ; Segmentation ; Trends",1,"Artigos em conferência",,"Ciências Empresariais",Scopus,"FCT (UIDB/04752/2020) Fundação para a Ciência e a Tecnologia","Universidade Federal do Estado do Rio de Janeiro (Rio de Janeiro, Brazil); Instituto Politécnico do Cávado e do Ave (Barcelos, Portugal); Instituto Politécnico de Beja (Beja, Portugal)",N/A,N/A,"Annaelise Machado; Laurentina Vareiro; Bruno Sousa; Victor Figueira; Joice Lavandoski","N/A; 0000-0002-2936-0195",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85120680824,"The role of live marketing and sensory marketing in the rock in Rio Brassil 2017 event from the perspective of stakeholder offer and the dynamics of the destination","Machado A.F.","Journal of Tourism and Development",10.34624/rtd.v36i2.9505,16459261,,36,2,631-651,,2021-09-23,"A large part of human experiences and perceptions are initially acquired through the senses and sensory stimuli (which influence the consumer's decision-making process). Therefore, sensory marketing emerges as a new strategic tool, through the stimulation of the five human senses (touch, taste, sight, hearing and smell). Sensory marketing aims to improve business results and the consumer experience (increasing short-term profits and creating links with customers. From a tourism perspective, this manuscript aims to present the role of ""live marketing"" and of sensory marketing at the Rock in Rio Brasil 2017 event, from the perspective of the offer of stakeholders and the dynamics of the tourist destination Rio de Janeiro. Through a qualitative study, a visit (in loco) to the event in 2017 was carried out (direct observation of the phenomenon under study.) From an interdisciplinary perspective, this manuscript presents inputs for marketing, tourism and event management.","Live marketing ; Offer ; Rock in Rio Brazil ; Sensory marketing ; Tourist events",1,"Artigos em revista",,"Ciências Empresariais",Scopus,N/A,"Instituto Politécnico do Cávado e do Ave (Barcelos, Portugal); Universidade do Minho (Braga, Portugal); Instituto Politécnico de Beja (Beja, Portugal)",N/A,N/A,"Annaelise Fritz Machado; Bruno Sousa; Victor Figueira; Laurentina Vareiro","N/A; 0000-0002-2936-0195",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85117200754,"Tourism and nature. An exploratory study of the vale do guadiana nature park 25 years later","Rolha J.","Proceedings of the International Conference on Tourism Research",10.34190/IRT.21.032,,[9781912764938],,,467-475,,2021-01-01,"This article intends to highlight the relationship between tourism and nature conservation, as a significant competitive advantage for the territory of Mértola. The 25 years since the creation of the Protected Area of the Vale do Guadiana Nature Park and the exponential growth in demand for nature tourism in regions of low population density both serve as a line of research that aims to find a future strategy within the themes of sustainability and territorial development. The goal is to clarify how these territorial dynamics can be incorporated in a local development strategy based on the tourism industry, which aims to achieve economic growth through proper structuring, involving all development agents and entities, and the local community. The work herein presented can be classified as descriptive research, insofar as it provides the description of several facts, but also analytical and explanatory research. The knowledge arising from this exploratory study aims to encourage a responsible participation in the strategy that may be created, and facilitate the establishment of an information distribution network focused on the promotion of all nature and landscape richness of the PNVG (Nature Park of Vale do Guadiana). Through this work, it was possible to verify the importance that the PNVG has been acquiring throughout the years regarding the protection of biodiversity and landscape preservation. It has shown that it is possible to reconcile nature conservation with economic activities, such as tourism, in a low-density territory, as is the case of Mértola.","Planning ; Protected Areas ; Sustainable Development ; Tourism",1,"Artigos em conferência",,"Ciências Empresariais",Scopus,N/A,"Universidad de Sevilla (Sevilla, Spain); Instituto Politécnico de Beja (Beja, Portugal)",N/A,N/A,"João Rolha; Luis Miguel López-Bonilla; Victor Figueira","N/A; 0000-0002-2936-0195",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SCOPUS_ID:85106539396,"River tourism and local development in demarcated regions and the winegrowing context: A theoretical contribution","Marques A.R.","Journal of Tourism and Development",10.34624/rtd.v0i35.24646,16459261,,2021,35,185-200,,2021-01-01,"The most evident segment of nautical tourism is currently cruise ship tourism. With the significant expansion in this tourism segment in recent years, there is an increasing need to study its social, economic, and environmental impact in places where this type of activity exists. In this context, the main focus of this study is to understand the contribution of nautical tourism to the development of a region, specifically, the importance of the Douro River for the development of the Alto Douro Wine Region. To this end, qualitative data will be collected using semi-structured interviews with managers and stakeholders in the Douro and Porto and Northern Portugal, followed by a focus group with the local community. The results seem to show that nautical tourism, particularly cruise ship tourism, has a significant impact on the region's economic, social, and environmental development. This impact is positive at the economic and social level and serves as a lever for economic growth and social development, especially in less developed locations. The controversy is more remarkable regarding the environmental factor since the negative effects appear to be more and have a greater impact than the positive ones.","Cruise tourism ; Demarcated Region of Alto Douro Vinhateiro ; Impacts of tourism ; Nautical tourism ; Rio Douro",6,"Artigos em revista",,"Ciências Empresariais",Scopus,N/A,"Instituto Politécnico do Cávado e do Ave (Barcelos, Portugal)",N/A,N/A,"Ana Rita Marques; Bruno Barbosa Sousa; Laurentina Vareiro; Victor Figueira","N/A; 0000-0002-8588-2422; 0000-0001-8945-1593; 0000-0002-2936-0195",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
WOS:000168191400009,"Synthesis and fixation of aminocyanines to microcrystalline cellulose using cyanuric chloride as a cross-linking agent",N/A,N/A,,N/A,N/A,117,N/A,43-48,N/A,2001-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Tecnologias CAplicadas",WBS,N/A,N/A,N/A,N/A,"AC Pardal; SS Ramos; L Santos; P Almeida","0000-0003-3953-8441; 0000-0002-0077-1249; 0000-0003-4742-222X",N/A,N/A,N/A,"COLORATION TECHNOLOGY",1,43,48,6
WOS:000176506000001,"Preliminary studies on the use of cyanines as ligands in dye-affinity chromatography of proteins",N/A,N/A,,N/A,N/A,118,N/A,95-99,N/A,2002-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Tecnologias CAplicadas",WBS,N/A,N/A,N/A,N/A,"AC Pardal; MJ Nunes; AM Gama; JA Queiroz; P Almeida","0000-0003-3953-8441; 0000-0003-4742-222X",N/A,N/A,N/A,"COLORATION TECHNOLOGY",3,95,99,5
WOS:000213009000009,"Portfolio as a topological tool to define a professional profile in the area of creative industries",N/A,N/A,10.1386/eta.9.3.399_7,N/A,N/A,9,N/A,399-410,N/A,2013-10-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Artes H Desporto",WBS,N/A,N/A,N/A,N/A,"Aldo Serra Passarinho; Ana Velhinho De Sousa; Tiago Caldas Nunes; Viviane Silva","0000-0001-6628-4147; 0000-0001-9142-7349",N/A,N/A,N/A,"INTERNATIONAL JOURNAL OF EDUCATION THROUGH ART",3,399,410,12
WOS:000453392700004,"Exploring the Life-Cycle Model Applied to 'Umbrella Constructs': Destination Image as an Example",N/A,N/A,10.1080/02508281.2012.11081698,N/A,N/A,37,N/A,133-143,N/A,2012-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Ciências Empresariais",WBS,N/A,N/A,N/A,N/A,"Ana Isabel Rodrigues; Antonia Correia; Metin Kozak",0000-0001-9140-9722,N/A,N/A,N/A,"TOURISM RECREATION RESEARCH",2,133,143,11
WOS:000431188800012,"The Ninth world conference for graduate research in tourism, hospitality and leisure",N/A,N/A,10.1080/13032917.2017.1359928,N/A,N/A,28,N/A,601-603,N/A,2017-01-01,N/A,N/A,N/A,Outro,N/A,"Ciências Empresariais",WBS,N/A,N/A,N/A,N/A,"Ana Isabel Rodrigues",0000-0001-9140-9722,N/A,N/A,N/A,"ANATOLIA-INTERNATIONAL JOURNAL OF TOURISM AND HOSPITALITY RESEARCH",4,601,603,3
WOS:000401019100003,"Assessing lake-destination image: insights from the industry side",N/A,N/A,10.1108/IJCTHR-09-2015-0116,N/A,N/A,11,N/A,5-17,N/A,2017-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Ciências Empresariais",WBS,N/A,N/A,N/A,N/A,"Ana Isabel Rodrigues; Antonia Correia; Metin Kozak",0000-0001-9140-9722,N/A,N/A,N/A,"INTERNATIONAL JOURNAL OF CULTURE TOURISM AND HOSPITALITY RESEARCH",1,5,17,13
WOS:000735996500001,"Designing and evaluating tourism experiences in senior mobility: an application of the OEC framework",N/A,N/A,10.18089/tms.2020.160405,N/A,N/A,16,N/A,59-72,N/A,2020-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Ciências Empresariais",WBS,N/A,N/A,N/A,N/A,"Marta Amaral; Ana Isabel Rodrigues; Alice Diniz; Sandra Oliveira; Susanal Leal","0000-0001-8006-7309; 0000-0001-9140-9722",N/A,N/A,N/A,"TOURISM & MANAGEMENT STUDIES",4,59,72,14
WOS:000551722900002,"EXPLORING VISUAL METHODS IN TEACHING TOURISM",N/A,N/A,10.3727/108354220X15758301241710,N/A,N/A,25,N/A,203-214,N/A,2020-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Ciências Empresariais",WBS,N/A,N/A,N/A,N/A,"Ana Isabel Rodrigues",0000-0001-9140-9722,N/A,N/A,N/A,"TOURISM ANALYSIS",2-3,203,214,12
WOS:000551722900003,"EXPLORING THE POTENTIAL OF NIGHTSCAPE PHOTOGRAPHY FOR TOURISM: PRELIMINARY INSIGHTS",N/A,N/A,10.3727/108354220X15758301241738,N/A,N/A,25,N/A,215-225,N/A,2020-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Ciências Empresariais",WBS,N/A,N/A,N/A,N/A,"Aurea Rodrigues; Rosaria Pereira; Ana Isabel Rodrigues",0000-0001-9140-9722,N/A,N/A,N/A,"TOURISM ANALYSIS",2-3,215,225,11
WOS:000606407100001,"A Textual and Visual Analysis of the Intrinsic Value Dimensions of Romania: Towards a Sustainable Destination Brand",N/A,N/A,10.3390/su13010067,N/A,N/A,13,N/A,,N/A,2021-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Ciências Empresariais",WBS,N/A,N/A,N/A,N/A,"Cristina Lupu; Ana Isabel Rodrigues; Oana Mihaela Stoleriu; Martina G. Gallarza",0000-0001-9140-9722,N/A,N/A,N/A,SUSTAINABILITY,1,,,23
WOS:000606751800008,"From Observations and Pictures to Images: Learning Lab@PP2 in Tourism Classes",N/A,N/A,,N/A,N/A,25,N/A,104-118,N/A,2020-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Ciências Empresariais",WBS,N/A,N/A,N/A,N/A,"Ana Isabel Rodrigues; Marta Amaral","0000-0001-9140-9722; 0000-0001-8006-7309",N/A,N/A,N/A,"QUALITATIVE REPORT",13,104,118,15
WOS:000956205800001,"Using travel blogs to explore the image of Romania as an emerging tourism destination",N/A,N/A,10.54055/ejtr.v34i.2566,N/A,N/A,34,N/A,,N/A,2023-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Ciências Empresariais",WBS,N/A,N/A,N/A,N/A,"Cristina Lupu; Ana Isabel Rodrigues; Martina G. Gallarza",0000-0001-9140-9722,N/A,N/A,N/A,"EUROPEAN JOURNAL OF TOURISM RESEARCH",,,,21
WOS:001038265400001,"ANALYSIS OF FLAWS IN GRAPHICAL REPRESENTATIONS OF STATISTICAL DATA IN THE FIELD OF OCCUPATIONAL SAFETYAND HEALTH",N/A,N/A,10.14571/brajets.v16.n1.9-22,N/A,N/A,16,N/A,9-22,N/A,2023-01-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Matemática CFisicas",Ambas,N/A,N/A,N/A,N/A,"Carla Santos; Cristina Dias; Ana Dias; Claudia Santos","0000-0002-0077-1249; 0000-0001-5300-2331",N/A,N/A,N/A,"CADERNOS EDUCACAO TECNOLOGIA E SOCIEDADE",1,9,22,14
WOS:000451071100047,"Public Participation: A Tool for Water Conservation and Environmental Management",N/A,N/A,10.1007/978-3-319-70272-8_47,N/A,N/A,,N/A,583-593,N/A,2018-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Biociências,Ambas,N/A,N/A,N/A,N/A,"Albertina Raposo; Anabela Durao; M. Manuela Morais; Lia Vasconcelos","0000-0003-3521-612x; 0000-0001-9069-2554",N/A,N/A,N/A,INCREASE,,583,593,11
WOS:000167942600013,"Human placenta hydrolases active on free ADP-ribose: an ADP-sugar pyrophosphatase and a specific ADP-ribose pyrophosphatase",N/A,N/A,10.1016/S0304-4165(01)00113-1,N/A,N/A,1526,N/A,86-94,N/A,2001-04-03,N/A,N/A,N/A,"Artigos em revista",N/A,"Tecnologias CAplicadas",WBS,N/A,N/A,N/A,N/A,"JM Ribeiro; A Carloto; MJ Costas; JC Cameselle",0000-0002-9132-0223,N/A,N/A,N/A,"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS",1,86,94,9
WOS:000241589800010,"The specific, submicromolar-<i>K</i><sub>m</sub> ADP-ribose pyrophosphatase purified from human placenta is enzymically indistinguishable from recombinant NUDT9 protein, including a selectivity for Mn<SUP>2+</SUP> as activating cation and increase in <i>K</i><sub>m</sub> for ADP-ribose, both elicited by H<sub>2</sub>O<sub>2</sub>",N/A,N/A,10.1016/j.bbagen.2006.06.003,N/A,N/A,1760,N/A,1545-1551,N/A,2006-10-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Tecnologias CAplicadas",WBS,N/A,N/A,N/A,N/A,"Antonio Carloto; Maria Jesus Costas; Jose Carlos Cameselle; Alexander G. McLennan; Joao Meireles Ribeiro","0000-0002-9132-0223; 0000-0003-0839-8036",N/A,N/A,N/A,"BIOCHIMICA ET BIOPHYSICA ACTA-GENERAL SUBJECTS",10,1545,1551,7
WOS:000399922800002,"STUDY OF THE COGNITIVE STRUCTURE OF PORTUGUESE STUDENTS IN YEARS 9 (14-15 YEAR-OLDS) AND 12 (17-18 YEAR-OLDS) CONCERNING THE NOTION OF PROBABILITY: A CONTRIBUTION OF THEORIES OF NUCLEAR CONCEPTS AND THRESHOLD CONCEPTS",N/A,N/A,10.12802/relime.17.2011,N/A,N/A,20,N/A,9-38,N/A,2017-03-01,N/A,N/A,N/A,"Artigos em revista",N/A,"Matemática CFisicas",WBS,N/A,N/A,N/A,N/A,"Cesario Almeida; Luis Casas Garcia; Ricardo Luengo Gonzalez","0000-0003-4742-222X; 0000-0003-3092-3730",N/A,N/A,N/A,"REVISTA LATINOAMERICANA DE INVESTIGACION EN MATEMATICA EDUCATIVA-RELIME",1,9,38,30
WOS:000474641900008,"The importance of probabilistic health literacy",N/A,N/A,,N/A,N/A,29,N/A,18-18,N/A,2019-06-01,N/A,N/A,N/A,Outro,N/A,"Matemática CFisicas",WBS,N/A,N/A,N/A,N/A,"C. Santos; C. Dias; M. Borges","0000-0002-0077-1249; 0000-0001-5180-9449",N/A,N/A,N/A,"EUROPEAN JOURNAL OF PUBLIC HEALTH",,18,18,1
WOS:000506384000043,"A narrativa visual de ""A Trilogia da Margem"" de Suzy Lee",N/A,N/A,,N/A,N/A,,N/A,417-427,N/A,2017-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,"Artes H Desporto",WBS,N/A,N/A,N/A,N/A,"C. Rebeca Comin Silva; C. Isabel Pires dos Santos; Diana da Silva Costa","0000-0002-8195-1101; 0000-0002-8683-5564",N/A,N/A,N/A,"5TH INTERNATIONAL CONFERENCE ON ILLUSTRATION AND ANIMATION (CONFIA 2017)",,417,427,11
WOS:000448704000137,"FOSTERING DIGITAL COMPETENCIES IN A REGIONAL CONTEXT",N/A,N/A,,N/A,N/A,,N/A,5954-5958,N/A,2018-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,Ambas,N/A,N/A,N/A,N/A,"E. Rodrigues; I. S. Brito; J. P. Barros; A. J. Toucinho Silva","0000-0001-8445-6651; 0000-0002-7556-4367; 0000-0002-0097-9883",N/A,N/A,N/A,"12TH INTERNATIONAL TECHNOLOGY, EDUCATION AND DEVELOPMENT CONFERENCE (INTED)",,5954,5958,5
WOS:000455645600053,"The Influence of Infographics in Accessing Information: Multidimensionality in Visual Representation and Configuration of Different Media",N/A,N/A,10.1007/978-3-319-94706-8_53,N/A,N/A,777,N/A,497-508,N/A,2019-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,"Artes H Desporto",WBS,N/A,N/A,N/A,N/A,"Cristina Santos; Maria Joao Pereira Neto; Marco Neves","0000-0002-8195-1101; 0000-0003-2048-0649",N/A,N/A,N/A,"ADVANCES IN ERGONOMICS IN DESIGN (AHFE 2018)",,497,508,12
WOS:000651052300038,"Information Design in Presentation, Interpretation and Dissemination of Natural and Cultural Heritage",N/A,N/A,10.1007/978-3-030-20227-9_38,N/A,N/A,955,N/A,413-423,N/A,2020-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,"Artes H Desporto",WBS,N/A,N/A,N/A,N/A,"Cristina Santos; Maria Joao Pereira Neto; Marco Neves","0000-0002-8195-1101; 0000-0003-2048-0649",N/A,N/A,N/A,"ADVANCES IN ERGONOMICS IN DESIGN",,413,423,11
WOS:000265921400015,"IDENTIFYING AND RETRIEVING DISTRESS IMAGES FROM ROAD PAVEMENT SURVEYS",N/A,N/A,,N/A,N/A,,N/A,57-60,N/A,2008-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,Engenharia,WBS,N/A,N/A,N/A,N/A,"Henrique Oliveira; Paulo Lobato Correia",0000-0001-8687-4291,N/A,N/A,N/A,"2008 15TH IEEE INTERNATIONAL CONFERENCE ON IMAGE PROCESSING, VOLS 1-5",,57,60,4
WOS:000466711800116,"Initial underpricing and the Euronext Lisbon-listed companies",N/A,N/A,10.1016/j.sbspro.2013.12.958,N/A,N/A,110,N/A,1116-1123,N/A,2014-01-01,N/A,N/A,N/A,"Artigos em conferência",N/A,,WBS,N/A,N/A,N/A,N/A,"Matias N. Isola; Fernando J. C. S. N. Teixeira; Fernando A. F. Ferreira",,N/A,N/A,N/A,"2ND INTERNATIONAL SCIENTIFIC CONFERENCE - CONTEMPORARY ISSUES IN BUSINESS, MANAGEMENT AND EDUCATION 2013",,1116,1123,8
