id,titulo,fonte,doi,tipo,autores,departamento,orcids_autores,ano_publicacao,autor_principal,issn,isbn,volume,numero,paginas,editor,keywords,origem,financiador,repositorioIPBeja,apoiosPublicaçao
undefined,undefined,undefined,undefined,undefined,"José Pedro Ribeiro de Matos Fernandes","Artes H Desporto",0000-0002-7628-4666,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
undefined,undefined,undefined,undefined,undefined,"José Pereirinha Ramalho","Educação CSComportamento",0000-0002-6832-1447,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
undefined,undefined,undefined,undefined,undefined,"Luís André da Rocha Rosário",Engenharia,0000-0001-8219-4571,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85134814623,"Monitoring Security Risks of Teleworker Devices in Hospital Institution","Iberian Conference on Information Systems and Technologies, CISTI",10.23919/CISTI54924.2022.9820280,"Conference Proceeding","Luís Carlos da Silva Bruno",Engenharia,0000-0003-3313-7858,2022,"Martins M.A.",21660727,"true, [9789893334362]",2022-June,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85088705995,"The game to promote the capability of reducing, reuse and recycling waste","E3S Web of Conferences",10.1051/e3sconf/202017101012,"Conference Proceeding","Luís Carlos da Silva Bruno",Engenharia,0000-0003-3313-7858,2020,"Rodrigues E.",25550403,undefined,171,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85088702235,"A web system to engage people to reducing the environmental footprint of a school","E3S Web of Conferences",10.1051/e3sconf/202017102001,"Conference Proceeding","Luís Carlos da Silva Bruno",Engenharia,0000-0003-3313-7858,2020,"Bruno L.",25550403,undefined,171,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85015823109,"Hip-directed walking-in-place using a single depth camera","International Journal of Human Computer Studies",10.1016/j.ijhcs.2017.03.006,Journal,"Luís Carlos da Silva Bruno",Engenharia,0000-0003-3313-7858,2017,"Bruno L.",10715819,undefined,105,undefined,1-11,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84982175136,"An approach password graphic for access control web","Iberian Conference on Information Systems and Technologies, CISTI",10.1109/CISTI.2016.7521468,"Conference Proceeding","Luís Carlos da Silva Bruno",Engenharia,0000-0003-3313-7858,2016,"Ventura N.P.C.",21660727,"true, [9789899843462]",2016-July,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84883278528,"A new approach to walking in place","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10.1007/978-3-642-40477-1_23,"Book Series","Luís Carlos da Silva Bruno",Engenharia,0000-0003-3313-7858,2013,"Bruno L.",03029743,"true, [9783642404764]","8119 LNCS",undefined,370-387,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:77953538944,"IMMIView: A multi-user solution for design review in real-time","Journal of Real-Time Image Processing",10.1007/s11554-009-0141-1,Journal,"Luís Carlos da Silva Bruno",Engenharia,0000-0003-3313-7858,2010,"Jota R.",18618200,undefined,5,undefined,91-107,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:38349039568,"IMPROVE: Advanced displays and interaction techniques for collaborative design review","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10.1007/978-3-540-73335-5_41,"Book Series","Luís Carlos da Silva Bruno",Engenharia,0000-0003-3313-7858,2007,"Santos P.",03029743,"true, [9783540733348]","4563 LNCS",undefined,376-385,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:38349014409,"IMPROVE: Collaborative design review in mobile mixed reality","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10.1007/978-3-540-73335-5_59,"Book Series","Luís Carlos da Silva Bruno",Engenharia,0000-0003-3313-7858,2007,"Santos P.",03029743,"true, [9783540733348]","4563 LNCS",undefined,543-553,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:38149142741,"IMPROVE: Designing effective interaction for virtual and mixed reality environments","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)",10.1007/978-3-540-73107-8_77,"Book Series","Luís Carlos da Silva Bruno",Engenharia,0000-0003-3313-7858,2007,"Santos P.",03029743,"true, [9783540731061]","4551 LNCS",undefined,689-699,undefined,,Scopus,N/A,N/A,N/A
undefined,undefined,undefined,undefined,undefined,"Luís Eduardo Perfeito Santa Maria",Biociências,0000-0002-5050-0877,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
undefined,undefined,undefined,undefined,undefined,"Luís Filipe Nobre Horta Batista Garcia",Engenharia,0000-0003-3092-3730,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85213223357,"Internet security as part of citizen digital competence: systematic review","Texto Livre",10.1590/1983-3652.2024.51787,Journal,"Luís Manuel da Cruz Murta","Artes H Desporto",0000-0002-4395-2664,2024,"Sánchez R.B.",undefined,undefined,17,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85193338067,"GEOGRAPHICAL AND GENDER DIFFERENCES IN THE DEVELOPMENT OF MOTOR SKILLS IN PRESCHOOL CHILDREN","Journal of Physical Education (Maringa)",10.4025/jphyseduc.v35i1.3512,Journal,"Luís Manuel da Cruz Murta","Artes H Desporto",0000-0002-4395-2664,2024,"Loureiro V.",undefined,undefined,35,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85078418882,"Service quality in Portuguese sport tourism companies","Cuadernos de Turismo",10.6018/turismo.44.404721,Journal,"Luís Manuel da Cruz Murta","Artes H Desporto",0000-0002-4395-2664,2019,"Bento P.",11397861,undefined,undefined,undefined,27-41,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85201197342,"Towards a Sustainable Preservation of Medieval Colors through the Identification of the Binding Media, the Medieval Tempera","Sustainability (Switzerland)",10.3390/su16125027,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2024,"Vieira M.",undefined,undefined,16,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85210829678,"Notes on the traditional uses of Pterospartum tridentatum (L.) Willk. in Portugal","Ethnobotany Research and Applications",10.32859/era.29.52.1-11,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2024,"Almeida R.",undefined,undefined,29,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85205017759,"Wooden locks and keys from Corvo Island (Azores, Portugal)","Ethnobotany Research and Applications",10.32859/era.29.45.1-11,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2024,"de Carvalho L.M.",undefined,undefined,29,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85201704974,"Traditional chestnut (Castanea sativa Mill.) embroideries (Marvão, Portugal)","Ethnobotany Research and Applications",10.32859/era.29.25.1-10,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2024,"de Carvalho L.M.",undefined,undefined,29,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85186880754,"The willow (Salix sp.) toothpicks from the Cistercian Monastery of Lorvão (Penacova, Portugal)","Ethnobotany Research and Applications",10.32859/era.28.49.1-17,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2024,"Carvalho L.M.d.",undefined,undefined,28,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85184714689,"Notes on the history and uses of thistles and Cynara cardunculus L. in Portugal","Ethnobotany Research and Applications",10.32859/era.28.22.1-12,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2024,"Dias J.",undefined,undefined,28,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85176943075,"Fig tree (Ficus carica L.) art in the Azores (Portugal)","Ethnobotany Research and Applications",10.32859/era.26.67.1-6,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2023,"de Carvalho L.M.",undefined,undefined,26,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85175143505,"Women and violets in France (1800-1920) – a visual journey","Ethnobotany Research and Applications",10.32859/era.26.50.1-22,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2023,"de Carvalho L.M.",undefined,undefined,26,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85171302095,"Straw embroideries in Azores (Portugal)","Ethnobotany Research and Applications",10.32859/era.26.33.1-7,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2023,"de Carvalho L.M.",undefined,undefined,26,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85167696345,"Vegetable ivory – the Beja Botanical Museum photo collection","Ethnobotany Research and Applications",10.32859/era.26.24.1-19,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2023,"de Carvalho L.M.",undefined,undefined,26,undefined,ns,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85091441503,"Botanical tour of christian art at the national museum of ancient art (Lisbon, Portugal)","International Journal of Religious Tourism and Pilgrimage",undefined,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2020,"De Carvalho L.M.",undefined,undefined,8,undefined,83-115,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84874477203,"The queen and the flower power - The symbolic use of plants in the court of St. James's, United Kingdom","Harvard Papers in Botany",10.3100/025.017.0212,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2012,"Carvalho L.M.D.",10434534,undefined,17,undefined,317-322,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84871965523,"The Symbolic Uses of Plants",Ethnobiology,10.1002/9781118015872.ch21,Book,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2011,"De Carvalho L.M.M.",undefined,"true, [9780470547854]",undefined,undefined,351-369,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:79952474490,"Aeropalynological assessment of Beja (South Portugal)","Revista Portuguesa de Imunoalergologia",undefined,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2010,"Fernandes F.M.",08719721,undefined,18,undefined,419-429,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:72449147235,"The collection of pineapple fibers-ananas comosus (Bromeliaceae)at the Harvard University Herbaria","Harvard Papers in Botany",10.3100/025.014.0202,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2009,"De Carvalho L.M.",10434534,undefined,14,undefined,105-109,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:14644407549,"Ornamental trees of Beja city, Portugal","Botanica Complutensis",undefined,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2004,"Fernandes F.M.",02144565,undefined,28,undefined,85-91,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:3142668393,"Sucrose metabolism in Lupinus albus L. under salt stress","Biologia Plantarum",10.1023/B:BIOP.0000033465.59361.d2,Journal,"Luís Manuel Mendonça Carvalho",Biociências,0000-0001-8536-5583,2004,"Fernandes F.M.",00063134,undefined,48,undefined,317-319,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85119420184,"Zoom discrete spectral correlation function, with application to cyclostationary signal detection","Digital Signal Processing: A Review Journal",10.1016/j.dsp.2021.103316,Journal,"Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2022,"Tavares M.",10512004,undefined,121,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85064682304,"Vulnerabilities in IoT devices for smart home environment","ICISSP 2019 - Proceedings of the 5th International Conference on Information Systems Security and Privacy",10.5220/0007583306150622,"Conference Proceeding","Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2019,"Costa L.",undefined,"true, [9789897583599]",undefined,undefined,615-622,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84902314409,"Using ICT to support e-Learning in higher education","CSEDU 2014 - Proceedings of the 6th International Conference on Computer Supported Education",10.5220/0004964705880593,"Conference Proceeding","Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2014,"Brito I.",undefined,"true, [9789897580208]",1,undefined,588-593,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:76949094716,"On the true Cramer-Rao lower bound for data-aided carrier-phase-independent frequency offset and symbol timing estimation","IEEE Transactions on Communications",10.1109/TCOMM.2010.02.090023,Journal,"Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2010,"Tavares G.N.",00906778,undefined,58,undefined,442-447,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:64349120656,"An improved feedforward frequency offset estimator","IEEE Transactions on Signal Processing",10.1109/TSP.2007.913166,Journal,"Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2008,"Tavares G.N.",1053587X,undefined,56,undefined,2155-2160,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:36249010984,"On the statistics of the sum of squared complex Gaussian random variables","IEEE Transactions on Communications",10.1109/TCOMM.2007.906387,Journal,"Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2007,"Tavares G.N.",00906778,undefined,55,undefined,1857-1862,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:34247279119,"Sequence design for data-aided estimation of synchronization parameters","IEEE Transactions on Communications",10.1109/TCOMM.2007.894091,Journal,"Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2007,"Tavares G.N.",00906778,undefined,55,undefined,670-677,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:31344466439,"The true Cramér - Rao lower bound for data-aided carrier-phase-independent time-delay estimation from linearly modulated waveforms","IEEE Transactions on Communications",10.1109/TCOMM.2005.861655,Journal,"Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2006,"Tavares G.N.",00906778,undefined,54,undefined,128-140,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:9444233406,"On the Miller-Chang lower bound for NDA carrier phase estimation","IEEE Transactions on Communications",10.1109/TCOMM.2004.836592,Journal,"Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2004,"Tavares G.N.",00906778,undefined,52,undefined,1867-1871,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:0035699244,"Improved cramér-Rao lower bounds for phase and frequency estimation with M-PSK signals","IEEE Transactions on Communications",10.1109/26.974254,Journal,"Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2001,"Tavares G.N.",00906778,undefined,49,undefined,2083-2087,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:0033685450,"New ML-based data-aided feedforward symbol synchronizer for burst-mode transmission","Proceedings - IEEE International Symposium on Circuits and Systems",10.1109/ISCAS.2000.856335,"Conference Proceeding","Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,2000,"Tavares G.N.",02714310,undefined,2,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:0032715438,"Improved feedforward ML timing estimation for PSK signaling","Proceedings - IEEE International Symposium on Circuits and Systems",undefined,"Conference Proceeding","Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,1999,"Tavares G.N.",02714310,"true, [0780354710]",3,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:33746437640,"Comment on performance of asynchronous band-limited DS/SSMA systems","IEICE Transactions on Communications",undefined,Journal,"Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,1998,"Tavares L.M.",09168516,undefined,E81-B,undefined,1782,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84948707705,"A digital processing lossy transmission line simulator","Proceedings - IEEE International Symposium on Circuits and Systems",10.1109/ISCAS.1992.230412,"Conference Proceeding","Luís Miguel Gomes Tavares",Engenharia,0000-0002-2232-0422,1992,"Piedade M.",02714310,"true, [0780305930]",4,undefined,1768-1771,undefined,,Scopus,N/A,N/A,N/A
undefined,undefined,undefined,undefined,undefined,"Luís Miguel Pinheiro da Luz",Engenharia,0000-0002-7383-5979,undefined,undefined,undefined,undefined,undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85140016594,"Brief Considerations on the Foundations of the Proposal of Artificial Intelligence Act from the European Commission","Journal of Law and Sustainable Development",10.37497/sdgs.v10i1.238,Journal,"Manuel David Rodrigues Masseno","Ciências Empresariais",0000-0001-8861-0337,2022,"Masseno M.D.",undefined,undefined,10,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85114233815,"Covid 19 and the contractual performance crisis in international contracts governed by the vienna convention on contracts for the international sale and purchase of goods (Cisg)","Revista Juridica",10.21902/revistajur.2316-753X.v2i64.5200,Journal,"Manuel David Rodrigues Masseno","Ciências Empresariais",0000-0001-8861-0337,2021,"Guimarães A.M.D.C.",undefined,undefined,2,undefined,158-183,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85104233649,"On the legal consequences of the adhesion of brasil to the oecd principles on artificial intelligence, especially regarding data protection","Journal of Law and Sustainable Development",10.37497/REVCAMPOJUR.V8I2.659,Journal,"Manuel David Rodrigues Masseno","Ciências Empresariais",0000-0001-8861-0337,2020,"Masseno M.D.",undefined,undefined,8,undefined,113-122,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85104229250,"Non-personal data in the new European rules and their relevance to farmers - A study guide","Journal of Law and Sustainable Development",10.37497/REVCAMPOJUR.V7I2.549,Journal,"Manuel David Rodrigues Masseno","Ciências Empresariais",0000-0001-8861-0337,2019,"Masseno M.D.",undefined,undefined,7,undefined,122-144,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85210556556,"Effect of Different Irrigated Crop Successions on Soil Carbon and Nitrogen–Phosphorus–Potassium Budget Under Mediterranean Conditions","Agriculture (Switzerland)",10.3390/agriculture14111908,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2024,"Neto C.",undefined,undefined,14,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85201528528,"Breeding in bread-making wheat varieties for Mediterranean climate: the need to get resilient varieties","Frontiers in Nutrition",10.3389/fnut.2024.1393076,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2024,"Maçãs B.",undefined,undefined,11,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85189308618,"Water and carbon footprints in irrigated vineyards: an on-farm assessment","Irrigation Science",10.1007/s00271-024-00926-6,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2024,"Tomaz A.",03427188,undefined,undefined,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85168679048,"Digitization of Crop Nitrogen Modelling: A Review",Agronomy,10.3390/agronomy13081964,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2023,"Silva L.",undefined,undefined,13,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85164797870,"Sustainability of High-Density Olive Orchards: Hints for Irrigation Management and Agroecological Approaches","Water (Switzerland)",10.3390/w15132486,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2023,"Sobreiro J.",undefined,undefined,15,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85140894665,"Insights into the Spatial and Temporal Variability of Soil Attributes in Irrigated Farm Fields and Correlations with Management Practices: A Multivariate Statistical Approach","Water (Switzerland)",10.3390/w14203216,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2022,"Tomaz A.",undefined,undefined,14,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85116341207,"Yield, technological quality and water footprints of wheat under Mediterranean climate conditions: A field experiment to evaluate the effects of irrigation and nitrogen fertilization strategies","Agricultural Water Management",10.1016/j.agwat.2021.107214,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2021,"Tomaz A.",03783774,undefined,258,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85118553226,"Applying risk indices to assess and manage soil salinization and sodification in crop fields within a mediterranean hydro-agricultural area","Water (Switzerland)",10.3390/w13213070,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2021,"Tomaz A.",undefined,undefined,13,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85099565751,"Zinc enrichment in two contrasting genotypes of triticum aestivum l. Grains: Interactions between edaphic conditions and foliar fertilizers",Plants,10.3390/plants10020204,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2021,"Luís I.C.",undefined,undefined,10,undefined,1-25,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85074237952,"Water regime and nitrogen management to cope with wheat yield variability under the mediterranean conditions of Southern Portugal",Plants,10.3390/plants8100429,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2019,"Patanita M.",undefined,undefined,8,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85062472452,"Combined effects of irrigation management and nitrogen fertilization on soft wheat productive responses under Mediterranean conditions","E3S Web of Conferences",10.1051/e3sconf/20198600019,"Conference Proceeding","Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2019,"Oliveira P.",undefined,undefined,86,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85044208475,"Efficient use of water and nutrients in irrigated cropping systems in the Alqueva region","Spanish Journal of Soil Science",10.3232/SJSS.2018.V8.N1.02,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2018,"Tomaz A.",undefined,undefined,8,undefined,12-23,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85034593692,"Water use and productivity of maize-based cropping systems in the Alqueva Region (Portugal)","Cereal Research Communications",10.1556/0806.45.2017.036,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2017,"TomAz A.",01333720,undefined,45,undefined,711-721,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84954148160,"Agricultural reuse of cheese whey wastewater treated by NaOH precipitation for tomato production under several saline conditions and sludge management","Agricultural Water Management",10.1016/j.agwat.2015.12.025,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2016,"Prazeres A.R.",03783774,undefined,167,undefined,62-74,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84899549348,"Reuse of pretreated cheese whey wastewater for industrial tomato production (Lycopersicon esculentum Mill.)","Agricultural Water Management",10.1016/j.agwat.2014.04.002,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2014,"Prazeres A.R.",03783774,undefined,140,undefined,87-95,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84880653111,"Pretreated cheese whey wastewater management by agricultural reuse: Chemical characterization and response of tomato plants Lycopersicon esculentum Mill. under salinity conditions","Science of the Total Environment",10.1016/j.scitotenv.2013.06.080,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2013,"Prazeres A.R.",00489697,undefined,463-464,undefined,943-951,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:84878290290,"Growth and development of tomato plants Lycopersicon Esculentum Mill. under different saline conditions by fertirrigation with pretreated cheese whey wastewater","Water Science and Technology",10.2166/wst.2013.085,Journal,"Manuel Joaquim Marques Patanita",Biociências,0000-0002-2122-9950,2013,"Prazeres A.R.",02731223,undefined,67,undefined,2033-2041,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85195799779,"Reuse of Treated Slaughterhouse Wastewater from Immediate One-Step Lime Precipitation and Atmospheric Carbonation to Produce Aromatic Plants in Hydroponics","Water (Switzerland)",10.3390/w16111566,Journal,"Maria Adelaide Araújo Almeida","Tecnologias CAplicadas",0000-0001-6612-9411,2024,"Madeira L.",undefined,undefined,16,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85178895235,"Valorization of baobab seeds (Adansonia digitata) as a coffee-like beverage: evaluation of roasting time on bioactive compounds","Journal of Food Science and Technology",10.1007/s13197-023-05873-2,Journal,"Maria Adelaide Araújo Almeida","Tecnologias CAplicadas",0000-0001-6612-9411,2024,"Marcolino E.",00221155,undefined,61,undefined,727-733,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85181907787,"Pretreated Agro-Industrial Effluents as a Source of Nutrients for Tomatoes Grown in a Dual Function Hydroponic System: Tomato Quality Assessment","Sustainability (Switzerland)",10.3390/su16010315,Journal,"Maria Adelaide Araújo Almeida","Tecnologias CAplicadas",0000-0001-6612-9411,2024,"Afonso A.",undefined,undefined,16,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85178094570,"Integrated Process of Immediate One-Step Lime Precipitation, Atmospheric Carbonation, Constructed Wetlands, or Adsorption for Industrial Wastewater Treatment: A Review","Water (Switzerland)",10.3390/w15223929,Journal,"Maria Adelaide Araújo Almeida","Tecnologias CAplicadas",0000-0001-6612-9411,2023,"Madeira L.",undefined,undefined,15,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85175452577,"Application of the Monte-Carlo Method to Assess the Operational Reliability of a Household-Constructed Wetland with Vertical Flow: A Case Study in Poland","Water (Switzerland)",10.3390/w15203693,Journal,"Maria Adelaide Araújo Almeida","Tecnologias CAplicadas",0000-0001-6612-9411,2023,"Migdał K.",undefined,undefined,15,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85164224327,"Tunning processes for organic matter removal from slaughterhouse wastewater treated by immediate one-step lime precipitation and atmospheric carbonation","Journal of Environmental Chemical Engineering",10.1016/j.jece.2023.110450,Journal,"Maria Adelaide Araújo Almeida","Tecnologias CAplicadas",0000-0001-6612-9411,2023,"Madeira L.",undefined,undefined,11,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85161084607,"Reuse of lime sludge from immediate one-step lime precipitation process as a coagulant (aid) in slaughterhouse wastewater treatment","Journal of Environmental Management",10.1016/j.jenvman.2023.118278,Journal,"Maria Adelaide Araújo Almeida","Tecnologias CAplicadas",0000-0001-6612-9411,2023,"Madeira L.",03014797,undefined,342,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85160587734,"Reuse of Pretreated Agro-Industrial Wastewaters for Hydroponic Production of Lettuce","Water (Switzerland)",10.3390/w15101856,Journal,"Maria Adelaide Araújo Almeida","Tecnologias CAplicadas",0000-0001-6612-9411,2023,"Afonso A.",undefined,undefined,15,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
SCOPUS_ID:85145654418,"Optimization of atmospheric carbonation in the integrated treatment immediate one-step lime precipitation and atmospheric carbonation. The case study of slaughterhouse effluents","Results in Engineering",10.1016/j.rineng.2022.100807,Journal,"Maria Adelaide Araújo Almeida","Tecnologias CAplicadas",0000-0001-6612-9411,2023,"Madeira L.",undefined,undefined,17,undefined,undefined,undefined,,Scopus,N/A,N/A,N/A
